text	set	id	type
<br><b>Evil Wins</b>: When the KO pile and Escape Pile combine to have 18 Bystanders and/or Spikes."	World War Hulk	Cytoplasm Spike Invasion	Scheme

"<font size='4'>Fall of the Hulks</font>
<br><b>Setup</b>: 10 Twists. 6 Wounds per player in Wound Stack. Use exactly two Heroes with ""Hulk"" in their Hero Names.
<br><b>Twist 3-6</b>: <i>'Cross-Dimension Hulk Rampage</i>'.
<br><b>Twist 7-10</b>: Each player gains a Wound.
<br><b>Evil Wins</b>: When the Wound Stack runs out."	World War Hulk	Fall of the Hulks	Scheme

"<font size='4'>Gladiator Pits of Sakaar</font>
<br><b>Setup</b>: 6 Twists.
<br><b>Twist</b>: Until the start of your next turn, each player can only play cards from a single Team of their choice during their turn. (e.g. S.H.I.E.L.D., Avengers, X-Men, Warbound, etc.)
<br><b>Evil Wins</b>: When 2 Villains per player have escaped or the Villain Deck runs out."	World War Hulk	Gladiator Pits of Sakaar	Scheme

"<font size='4'>Mutating Gamma Rays</font>
<br><b>Setup</b>: 7 Twists. Take 14 cards from an extra Hero with ""Hulk"" in its Hero Name. Put them in a face-up ""Mutation Pile.""
<br><b>Twist 1-6</b>: Each player in turn does the following: Put a non-grey Hero from your hand into the Mutation Pile. Then you may put a different card name with the same cost from the Mutation Pile into your discard pile.
<br><b>Twist 7</b>: Evil Wins!"	World War Hulk	Mutating Gamma Rays	Scheme

"<font size='4'>Shoot Hulk into Space</font>
<br><b>Setup</b>: 8 Twists. Take 14 cards from an extra Hero with ""Hulk"" in its Hero Name. Shuffle them into a ""Hulk Deck.""
<br><b>Twist</b>: Put 2 cards from the Hulk Deck into a face-up ""Prison Ship"" stack next to the S.H.I.E.L.D. Officer Stack.
<br><b>Special Rules</b>: You may recruit the top card of the Prison Ship stack.
<br><b>Evil Wins</b>: When there are 10 cards in the Prison Ship or the Hulk Deck runs out."	World War Hulk	Shoot Hulk into Space	Scheme

"<font size='4'>Subjugate with Obedience Disks</font>
<br><b>Setup</b>: 11 Twists.
<br><b>Twist</b>: Put this Twist under an HQ space as an ""Obedience Disk."" No space can have two more Obedience Disks than any other space.
<br><b>Special Rules</b>: To recruit a Hero in the HQ, you must also pay 1 Recruit for each Obedience Disk under it.
<br><b>Evil Wins</b>: When each HQ space has 2 Obedience Disks."	World War Hulk	Subjugate with Obedience Disks	Scheme

"<font size='4'>World War Hulk</font>
<br><b>Setup</b>: 9 Twists. Put three additional Masterminds out of play, ""Lurking."" Each of the four Masterminds has two random Tactics.
<br><b>Special Rules</b>: When you defeat all of a Mastermind's Tactics, KO its face card and a random Lurking Mastermind enters play.
<br><b>Twist 1-8</b>: Swap the current Mastermind with a random Lurking Mastermind.
<br><b>Twist 9</b>: Evil Wins!
<br>
<br>
<br>"	World War Hulk	World War Hulk	Scheme

"<font size='4'>Age of Ultron</font>
<br><b>Setup</b>: 11 Twists. 4-5 Players: Add another Hero.
<br><b>Twist</b>: Put the top card of the Hero Deck next to the Scheme in an ""Evolution"" Pile. Then this Twist enters the city as an ""Evolved Ultron"" Villain.
<br><b>Special Rules</b>: Evolved Ultrons have 4 Attack and are <i>'Empowered</i>' by each color in the Evolution pile. They're worth 6VP.
<br><b>Evil Wins</b>: When 7 Evolved Ultrons are in the city and/or Escape Pile."	Ant-Man	Age of Ultron	Scheme

"<font size='4'>Pull Earth into Medieval Times</font>
<br><b>Setup</b>: 9 Twists.
<br><b>Twist 1-6</b>: Until the start of your next turn, all Villains and Mastermind everywhere have <i>'Chivalrous Duel</i>'.
<br><b>Twist 7-9</b>: Each player puts a Villains from the Victory Pile into the Escape Pile.
<br><b>Evil Wins</b>: When 3 Villains per player have escaped."	Ant-Man	Pull Earth into Medieval Times	Scheme

"<font size='4'>Transform Commuters into Giant Ants</font>
<br><b>Setup</b>: Twists equal to the number of players plus 6.
<br><b>Twist</b>: STack this Twist next to the Scheme. Then for each Twist in that stack, put a Bystander face down next to the Mastermind as a 2A ""Giant Ant"" Villain. When you fight one, rescue it as a Bystander.
<br><b>Evil Wins</b>: When ther are 10 Giant Ants next to the Mastermind."	Ant-Man	Transform Commuters into Giant Ants	Scheme

"<font size='4'>Trap Heroes in the Microverse</font>
<br><b>Setup</b>: 11 Twists. Add all 14 cards for and extra Hero the Villain Deck.
<br><b>Special Rules</b>: Heroes in the Villain Deck are ""Micro-Sized Villains with Attack equal to their printed cost. They have <i>'Size-Changing</i>' for their card color and no other abilities while in the city. When you fight one, choose any player to gain it as a Hero.
<br><b>Twist</b>: Play two cards from the Villain Deck.
<br><b>Evil Wins</b>: When 3 Villains per player have escaped or the Villain Deck runs out.
<br>
<br>
<br>"	Ant-Man	Trap Heroes in the Microverse	Scheme

"<font size='4'>Invasion of the Venom Symbiotes</font>
<br><b>Setup</b>: 8 Twists. Add an extra Henchman Group.
<br><b>Twist</b>: This Twist enters the city as a 3 Attack ""Symbiote"" Villain worth 3VP with ""<i>'Ambush</i>': This '''Symbiote Bonds''' with another Villain in the city. Play another card from the Villain Deck.""
<br><b>Evil Wins</b>: When the Escape Pile has 3 cards per player, or the Villain Deck runs out."	Venom	Invasion of the Venom Symbiotes	Scheme

"<font size='4'>Maximum Carnage</font>
<br><b>Setup</b>: 10 Twists. Wound Stack has 6 Wounds per player.
<br><b>Twist</b>: Stack this Twist next to the Scheme. If the Streets are empty, put a Bystander there as a ""Possessed Psychotic"" Villain. If the Streets weren't empty, each player gains a Wound.
<br><b>Special Rules</b>: ""Possessed Psychotics"" have Attack equal to the number of Twists next to the Scheme. When you fight one, rescue it as a Bystander.
<br><b>Evil Wins</b>: When there are 6 Bystanders in the Escape Pile or the Wound Stack runs out."	Venom	Maximum Carnage	Scheme

"<font size='4'>Paralyzing Venom</font>
<br><b>Setup</b>: 6 Twists. All Bystanders are also ""Biochemists.""
<br><b>Twist</b>: Each player Kos a Biochemist from their Victory Pile or discards down to 4 cards in hand.
<br><b>Twist 6</b>: Evil Wins!"	Venom	Paralyzing Venom	Scheme

"<font size='4'>Symbiotic Absorption</font>
<br><b>Setup</b>: 11 Twists. Set aside a second ""Drained"" Mastermind and its 4 Tactics, out of play. Add its ""Always Leads"" Villains as an extra Villain Group.
<br><b>Twist 1-4</b>: Shuffle one of the Drained Mastermind's Tactics into the main Mastermind's Tactics.
<br><b>Twist 6, 8, 10</b>: The Mastermind uses this Twist to copy the Master Strike ability of the Drained Mastermind.
<br><b>Twist 11</b>: Evil Wins!
<br><b>Special Rules</b>: If Tactics or Master Strikes mention the Drained Mastermind, use the main Mastermind instead.
<br>
<br>"	Venom	Symbiotic Absorption	Scheme

"<font size='4'>Earthquake Drains the Ocean</font>
<br><b>Setup</b>: 11 Twists. Add an extra Villain Group.
<br><b>Special Rules</b>: There are two extra ""Low Tide"" city spaces on the left side of the city, so the city has 7 spaces total.
<br><b>Twist</b>: The tide rushes in. This Scheme <i>'Transforms</i>'.
<br><b>Evil Wins</b>: When 3 Villains per player have escaped or the Villain Deck runs out.
<br>
<br>Scheme Transformed
<br><font size='4'>Tsunami Crushes the Coast</font>
<br><b>Special Rules</b>: The Low Tide, Bridge, and Streets city spaces no longer exist. The city has 3 spaces total. Put this Scheme on the Streets to mark the edge of the city. Villains in destroyed city spaces escape, starting from the left.
<br><b>Twist</b>: The tide rushes out. This Scheme <i>'Transforms</i>', then play another card from the Villain Deck.
<br><b>Evil Wins</b>: When 3 Villains per player have escaped or the Villain Deck runs out."	Revelations	Earthquake Drains the Ocean	Scheme

"<font size='4'>House of M</font>
<br><b>Setup</b>: 8 Twists. Hero Deck is 4 X-Men Heroes and 2 non-X-Men Heroes. (Or substitute another team for all X-Men icons on both sides.) Add 14 Scarlet Witch Hero cards to the Villain Deck.
<br><b>Special Rules</b>: Each Scarlet Witch in the city is a Villain with Attack equal to its cost +3. If you fight one, gain it as a Hero.
<br><b>Twist</b>: KO all non-X-Men Heroes from the HQ. If there are at least 2 Scarlet Witch cards in the city, this Scheme <i>'Transforms</i>'. Otherwise play another card from the Villain Deck.
<br>
<br>Scheme Transformed
<br><font size='4'>”No More Mutants”</font>
<br><b>Special Rules</b>: Each Scarlet Witch in the city is a Villain with Attack equal to its cost +4. If you fight one, gain it as a Hero.
<br><b>Twist</b>: KO all X-Men Heroes from the HQ. Play another card from the Villain Deck.
<br><b>Evil Wins</b>: When the number of non-grey Heroes in the KO pile is ten plus double the number of players."	Revelations	House of M	Scheme

"<font size='4'>Secret HYDRA Corruption</font>
<br><b>Setup</b>: 30 Officers in the S.H.I.E.L.D. Officer stack. 1 player: 7 Twists. 2-3 players: 9 Twists. 4-5 players: 11 Twists.
<br><b>Special Rules</b>: Officers stacked next to this Scheme are ""Hydra Sympathizers."" You may pay 3 Recruit to have the player of your choice gain one as a Hero.
<br><b>Twist</b>: For each Twist in the KO pile (including this one), put a card from the S.H.I.E.L.D. Officer stack next to this Scheme. Then this Scheme <i>'Transforms</i>'.
<br>
<br>Scheme Transformed
<br><font size='4'>Open HYDRA Revolution</font>
<br><b>Special Rules</b>: Officers next to this Scheme are 3 Attack ""Hydra Traitor"" Villains. When you fight one, return it to the Officer Stack and KO one of your Heroes.
<br><b>Twist</b>: For each Twist in the KO pile (including this one), put a card from the S.H.I.E.L.D. Officer stack next to this Scheme, Then if Evil hasn't won yet, this Scheme <i>'Transforms</i>'.
<br><b>Evil Wins</b>: When there are 15 Officers next to this Scheme or the S.H.I.E.L.D. Officer Stack runs out."	Revelations	Secret HYDRA Corruption	Scheme

"<font size='4'>The Korvac Saga</font>
<br><b>Setup</b>: 8 Twists.
<br><b>Twist</b>: Each player must discard down to four cards or KO a Bystander from their Victory Pile to ""search for the Korvac Entity."" This Scheme <i>'Transforms</i>'.
<br>
<br>Scheme Transformed
<br><font size='4'>Korvac Revealed</font>
<br><b>Special Rules</b>: This Scheme counts as a 19 Attack ""Korvac"" Villain worth 9VP. If you defeat Korvac, KO the Mastermind and all its Tactics.
<br><b>Twist: 2,4,6</b>: Each player discards an Avengers Hero or gains a Wound. This Scheme <i>'Transforms</i>'.
<br><b>Twist 8</b>: Evil Wins!
<br>
<br>"	Revelations	The Korvac Saga	Scheme

"<font size='4'>S.H.I.E.L.D. vs. HYDRA War</font>
<br><b>Setup</b>: 7 Twists. Include either the ""Hydra Elite"" or ""A.I.M., Hydra Offshoot"" Villain Group, but not both.
<br><b>Twist</b>: Each player puts a card from the S.H.I.E.L.D. Officer Stack face up next to the Scheme as a 3 Attack ""Double Agent"" Villain. If any Double Agents were already there, put one into the Escape Pile and put the rest on the bottom of the S.H.I.E.L.D. Officer Stack. You can fight any Double Agent next to the Scheme to gain it or send it <i>'Undercover</i>'.
<br><b>Evil Wins</b>: When the <i>'Hydra Level</i>' is 11."	S.H.I.E.L.D.	S.H.I.E.L.D. vs. HYDRA War	Scheme

"<font size='4'>Hail Hydra</font>
<br><b>Setup</b>: 11 Twists.
<br><b>Twist 1-9</b>: Choose one:
<br>-Say ""I'd never abandon S.H.I.E.L.D."", and you can't fight this turn.
<br>-Or whisper ""Hail Hydra"", you can't recruit this turn, and a Villain captures a Bystander.
<br><b>Twist 10</b>: Evil Wins!"	S.H.I.E.L.D.	Hail Hydra	Scheme

"<font size='4'>Hydra Helicarriers Hunt Heroes</font>
<br><b>Setup</b>: 8 Twists. Add an extra Hero.
<br><b>Twist</b>: Stack this Twist next to the Scheme. Then for each Twist stacked there, choose a different Hero Class (<img src=""green.png"">, <img src=""yellow.png"">, <img src=""red.png"">, <img src=""silver.png"">, <img src=""blue.png""> ), to a maximum of 5. KO each Hero from the HQ that has any of those Hero Classes.
<br><b>Evil Wins</b>: When there are 18 non-grey Heroes in the KO pile."	S.H.I.E.L.D.	Hydra Helicarriers Hunt Heroes	Scheme

"<font size='4'>Secret Empire of Betrayal</font>
<br><b>Setup</b>: 11 Twists. Randomly pick 5 cards that cost 5 or less from an additional Hero. Shuffle them to form a ""Dark Loyalty"" deck.
<br><b>Twist</b>: Shuffle this Twist into the Dark Loyalty deck as a ""Vicious Betrayal."" Then reveal the top card of that deck. If it's a Hero, gain it. If it's a Vicious Betrayal, put it next to the Scheme and each other player gains a Wound.
<br><b>Evil Wins</b>: When there are 6 Vicious Betrayals next to the Scheme.
<br>
<br>"	S.H.I.E.L.D.	Secret Empire of Betrayal	Scheme

"<font size='4'>Asgardian Test of Worth</font>
<br><b>Setup</b>: 11 Twists.
<br><b>Twist 1-7</b>: Each player who is not <i>'Worthy</i>' discards a card. Then, if at least half the players ''(round up)'' are not '''Worthy''', put this Twist next to the Scheme as a ""Moral Failing.""
<br><b>Twist 8-11</b>: Put this Twist next to the Scheme as a ""Moral Failing.""
<br><b>Evil Wins</b>: When there are 5 Moral Failings."	Heroes of Asgard	Asgardian Test of Worth	Scheme

"<font size='4'>The Dark World of Svartalfheim</font>
<br><b>Setup</b>: 10 Twists.
<br><b>Twist</b>: Put this Twist next to a city space of HQ space that doesn't already have one, as ""Eternal Darkness.""
<br><b>Special Rules</b>: Villains in city spaces with Eternal Darkness get +1 Attack. To recruit a Hero in an HQ space with Eternal Darkness, you must pay an extra 1 Recruit.
<br><b>Evil Wins</b>: When all city spaces or all HQ spaces are covered in Eternal Darkness."	Heroes of Asgard	The Dark World of Svartalfheim	Scheme

"<font size='4'>Ragnarok, Twilight of the Gods</font>
<br><b>Setup</b>: 11 Twists.
<br><b>Twist</b>: Choose a Villain from your Victory Pile worth at least 2VP to enter the city. Then, if the total Attack of Villains in the city is at least as high as the Guardian Attack listed below, put this Twist next to the Scheme as a ""Guardian Defeated.""
<br><b>Twist 1</b>: Balder, 11 Attack	<i>'Twist 5</i>': Heimdall, 12 Attack
<br><b>Twist 2</b>: Odin, 24 Attack		<i>'Twist 6</i>': Frey, 7 Attack
<br><b>Twist 3</b>: Vidar, 19 Attack		<i>'Twist 7</i>': Frigga, 8 Attack
<br><b>Twist 4</b>: Tyr, 16 Attack		<i>'Twist 8-11</i>': Warriors of Valhalla, 6 Attack
<br><b>Evil Wins</b>: When there are 5 Guardians Defeated."	Heroes of Asgard	Ragnarok, Twilight of the Gods	Scheme

"<font size='4'>War of the Frost Giants</font>
<br><b>Setup</b>: 9 Twists.
<br><b>Twist 1-7</b>: This Twist enters the city as a ""Frost Giant Invader"" Villain worth 6VP with 6 Attack and the ability ""If you are not <i>'Worthy</i>', this gets +4 Attack.""
<br><b>Twist 8-9</b>: Same effect, then a Frost Giant Invader from each player's Victory Pile enters the city.
<br><b>Evil Wins</b>: When there are 5 Frost Giant Invaders in the city and/or Escape Pile.
<br>"	Heroes of Asgard	War of the Frost Giants	Scheme

"<font size='4'>The Demon Bear Saga</font>
<br><b>Setup</b>: 8 Twists. Include Demons of Limbo as one of the Villain Groups. Put the Demon Bear Villain from that groups next to the Scheme.
<br><b>Twist</b>: If the Demon Bear is in the city, it escapes. Otherwise, the Demon Bear enters the city from wherever it is. If it was in a player's Victory Pile, that player rescues 4 Bystanders.
<br><b>Special Rules</b>: Whenever the Demon Bear escapes, stack a Twist next to the Scheme as a ""Dream Horror.""
<br><b>Evil Wins</b>: When there are 3 Dream Horrors."	New Mutants	The Demon Bear Saga	Scheme

"<font size='4'>Crash the Moon into the Sun</font>
<br><b>Setup</b>: 11 Twists.
<br><b>Twist 1,3,5,7</b>: <i>'Moonlight</i>': Stack this Twist next to the Scheme as an ""Altered Orbit.""
<br><b>Twist 2,4,6,8</b>: <i>'Sunlight</i>': Same effect.
<br><b>Twist 9,10,11</b>: Same effect.
<br><b>Evil Wins</b>: When there are 4 Altered Orbits."	New Mutants	Crash the Moon into the Sun	Scheme

"<font size='4'>Trapped in the Insane Asylum</font>
<br><b>Setup</b>: 1 Twist, plus 2 Twists per player.
<br><b>Twist</b>: You face a ""Sanity Test"": Either keep this Twist in front of you as a ""Psychotic Break"", or discard a card and pass this Twist to the PLayer on your left and that player faces a Sanity Test.
<br><b>Special Rules</b>: On each of your turns, before you play other cards from your hand, you must play two randomly-selected cards from your hand for each Psychotic Break you have.
<br><b>Evil Wins</b>: When a player has 3 Psychotic Breaks."	New Mutants	Trapped in the Insane Asylum	Scheme

"<font size='4'>Superhuman Baseball Game</font>
<br><b>Setup</b>: 9 Twists. Add an extra Villain Group.
<br><b>Special Rules</b>: The Bank nd the Streets do not exist. Put the Villain Deck under the HQ as ""Home Plate."" The Sewers, Rooftops, and Bridge are First, Second, and Third Base.
<br><b>Twist</b>: Play the top card of the Villain Deck. If it's a Bystander, rescue that ""Cheering Fan."" If it's a Master Strike, then after it resolves, any Villain on Third Base ""Steals Home"" and Escapes. If it's a Villain, it ""Hits a Double,"" pushes to Second Base <i>(the Rooftops)</i> and you play the top card from the Villain Deck.
<br><b>Evil Wins</b>: When Evil has 4 ""runs"" <i>(Villains in the Escape Pile)</i> per player.
<br>
<br>"	New Mutants	Superhuman Baseball Game	Scheme

"<font size='4'>The Contest of Champions</font>
<br><b>Setup</b>: 11 Twists. Add an extra Hero. Put 11 random cards from the Hero Deck face up in a ""Contest Row.""
<br><b>Twist 1-4</b>: KO the leftmost card in the Contest Row, then <i>'Contest of Champions</i>' for that cards color(s). Each player that loses discards a card. If the Mastermind wins, put a Wound next to this Scheme as an ""Evil Triumph.""
<br><b>Twist 5-8</b>: Same effect, but in the Contest, Evil selects from 4 cards from the Hero Deck.
<br><b>Twist 9-11</b>: Same effect, but in the Contest, Evil selects from 6 cards from the Hero Deck.
<br><b>Evil Wins</b>: When there are 6 Evil Triumphs."	Into the Cosmos	The Contest of Champions	Scheme

"<font size='4'>Turn the Soul of Adam Warlock</font>
<br><b>Setup</b>: 14 Twists (using 3 Wounds to represent extra Scheme Twists). Put 14 Adam Warlock Hero cards in a face up stack, ordered from lowest-cost on top, to highest-cost on the bottom.
<br><b>Twist</b>: Set aside the top card of the Adam Warlock stack. This turn you may ""Purify"" it by spending Attack equal to double its cost. If you do, choose a player to gain that card, then you rescue a Bystander, and you may KO one of your Heroes. If you don't do this by the end of your turn, put that Adam Warlock card into a ""Soul's Corruption"" stack next to the Scheme.
<br><b>Evil Wins</b>: When there are 8 Souls Corruptions."	Into the Cosmos	Turn the Soul of Adam Warlock	Scheme

"<font size='4'>Destroy the Nova Corps</font>
<br><b>Setup</b>: 9 Twists. Exactly one Hero must be a Nova Hero. 1 player: 5 Heroes. Each player's starting deck adds 2 Wounds, 1 S.H.I.E.L.D. Officer, and a Nova card that costs 2.
<br><b>Special Rules</b>: All S.H.I.E.L.D. Officers and a Nova Heroes count as ""Nova Centurions.""
<br><b>Twist 1-5</b>: Each player must reveal their hand and discard a Nova Centurion. Each player that discarded this way gains a Shard. Each player that didn't discard this way must KO a card from the S.H.I.E.L.D. Officer Stack.
<br><b>Twist 6-9</b>: Each player must KO a Nova Centurion from the S.H.I.E.L.D. Officer Stack or from their hand or discard pile.
<br><b>Evil Wins</b>: When there are 5 KO'd Nova Centurions per player."	Into the Cosmos	Destroy the Nova Corps	Scheme

"<font size='4'>Annihilation: Conquest</font>
<br><b>Setup</b>: 11 Twists. Add an extra Hero.
<br><b>Twist</b>: Put this Twist next to the Scheme as a ""Phalanx Conquest."" The highest-cost Hero from the HQ enters the city as a ""Phalanx-Infected"" Villain.
<br><b>Special Rules</b>: Each ""Phalanx-Infected"" Villain has Attack equal to its cost, +1 Attack for each two Phalanx Conquests. If you fight one, choose a player to gain it as a Hero.
<br><b>Evil Wins</b>: When there are 6 Phalanx-Infected in the city and/or Escape Pile, or the Villain Deck runs out.
<br>
<br>"	Into the Cosmos	Annihilation: Conquest	Scheme

"<font size='4'>Ruin the Perfect Wedding</font>
<br><b>Setup</b>: 11 Twists. Set aside two extra Heroes to get married. Prepare each Wedding Hero into a seperate 14-card stack, ordered by cost with the lowest cost on top.
<br><b>Twist 1</b>: Put one Wedding Hero Stack above the rightmost city space ""at the altar."" Gain its top card.
<br><b>Twist 2</b>: Put the other Wedding Hero Stack above the Mastermind space ""at the door."" Gain its top card.
<br><b>Twist 3-7</b>: Gain the top card of either Wedding Hero Stack. Then KO two cards from the top of each Wedding Hero Stack that has a Villain or Mastermind in the space immediately below it. Then the leftmost Hero Stack ""walks down the aisle,"" moving one space to the right.
<br><b>Twist 8-11</b>: KO two cards from the top of each Wedding Hero Stack.
<br><b>Evil Wins</b>: When either Wedding Hero Stack is KO'd."	Realm of Kings	Ruin the Perfect Wedding	Scheme

"<font size='4'>War of Kings</font>
<br><b>Setup</b>: 11 Twists.
<br><b>Twist 1-8</b>: Stack this Twist next to the Scheme as a ""Battlefront."" This turn, you may pay 1 Recruit per Battlefront to supply the war.
<br>* <b>If you pay</b>: You gain the <i>'Throne's Favor</i>'. You may KO one of your cards.
<br>* <b>If you don't pay by the end of turn</b>: Right after you draw a new hand, stack a card from the S.H.I.E.L.D. Officer Stack next to the Scheme as a ""Victorious General."" The Mastermind gains the <i>'Throne's Favor</i>'. If they aleady have it, you gain a Wound.
<br><b>Twist 9-11</b>: Same effect, but with two Victorious Generals.
<br><b>Evil Wins</b>: When there are 6 Victorious Generals."	Realm of Kings	War of Kings	Scheme

"<font size='4'>Tornado of Terrigen Mists</font>
<br><b>Setup</b>: 10 Twists. Each player puts a small object above the sewers to represent themself.
<br><b>Special Rules</b>: You can't fight Villains outside the city space where you are. (You can still recruit from all HQ spaces and fight the Mastermind.) During your turn, you can spend 1 Attack any number of times to move yourself one space left or right.
<br><b>Twist 1</b>: Put this Tornado Scheme card above the Sewers.
<br><b>Twist 2-5</b>: Each player in the Tornado space gains a Wound. Then move this Tornado card and each Villain simultaneously one space to the left. (A Villain on the Bridge escapes.)
<br><b>Twist 6-9</b>: Same effect, but move them all to the right, if possible. (A Villain in the Sewers doesn't move.)
<br><b>Twist 10</b>: Evil Wins!"	Realm of Kings	Tornado of Terrigen Mists	Scheme

"<font size='4'>Devolve with Xerogen Crystals</font>
<br><b>Setup</b>: Add Twists equal to the number of players plus 3. Add an extra Henchman Group of 10 cards as ""Xerogen Experiments.""
<br><b>Special Rules</b>: All Xerogen Experiments also have <i>'Abomination</i>'.
<br><b>Twist</b>: Choose a Hero in the HQ that doesn't have a printed Attack of 2 or more. Put it on the bottom of the Hero Deck. Then play two cards from the Villain Deck.
<br><b>Evil Wins</b>: When there are 3 Villains per player in the Escape Pile or the Villain Deck runs out.
<br>
<br>"	Realm of Kings	Devolve with Xerogen Crystals	Scheme

"<font size='4'>Pulse Waves From the Negative Zone</font>
<br><b>Setup</b>: 9 Twists.
<br><b>Twist 1,3,5,7</b>: ""Negative Pulse"": This turn, Heroes in the HQ cost <i>'-1</i>' Recruit and Villains and Masterminds get '''-1''' Attack.
<br><b>Twist 2,4,6,8</b>: ""Positive Pulse"": This turn, Heroes in the HQ cost <i>'+1</i>' Recruit and Villains and Masterminds get '''+1''' Attack.
<br><b>Twist 9</b>: Evil wins!"	Annihilation	Pulse Waves From the Negative Zone	Scheme

"<font size='4'>Sneak Attack the Heroes' Homes</font>
<br><b>Setup</b>: 6 Twists. Each player chooses a Hero to be part of the Hero Deck. Randomly select other Heroes up to the normal number of Heroes. Each player adds to their starting deck three non-rare cards with different names from the Hero they chose and three Wounds.
<br><b>Twist 1-5</b>: Each player discards a non-grey Hero or gains a Wound.
<br><b>Twist 6</b>: Evil Wins"	Annihilation	Sneak Attack the Heroes' Homes	Scheme

"<font size='4'>Put Humanity on Trial</font>
<br><b>Setup</b>: 11 Twists. Stack 11 Bystanders next to the Scheme face down as ""Galactus Jurors.""
<br><b>Special Rules</b>: Each Twist gives you a challenge to achieve this turn. If you do it, you have convinced a Juror, and you rescue them. If you don't, put that Juror face up next to the Villain Deck, voting to condmen Humanity.
<br><b>Twist 1-2</b>: ""Opening Arguments"": Discard three cards with different names.
<br><b>Twist 3,5,7</b>: ""Question Witnesses"": Recruit a Hero that costs 5 or more.
<br><b>Twist 4,6,8</b>: ""Introduce Evidence"": Defeat Villain(s) worth 3VP or more.
<br><b>Twist 9-11</b>: ""Closing Arguments"": Defeat the Mastermind.
<br><b>Evil Wins</b>: When 6 Jurors vote to Condmen Humanity."	Annihilation	Put Humanity on Trial	Scheme

"<font size='4'>Breach Parallel Dimensions</font>
<br><b>Setup</b>: 6 Twists. Add 4 extra Bystanders to the Villain Deck. Deal the shuffled Villain Deck into several ""Dimension"" decks where the first Dimension has 1 card, the next has 2 cards, then 3, 4, etc. <i>(The final Dimension might not have enough cards to reach its full number.)</i>
<br><b>Special Rules</b>: Each turn, you choose which Dimension you play a card from. All players have ""<i>'Focus 1 Recruit</i>'-> Reveal the top card of any Dimension and put it back on the top or bottom of that deck."" If a Dimension ever has no cards left, even in the middle of a card ability, it is destroyed. Mark it with a face up Wound.
<br><b>Twist</b>: Choose a Dimension and play two cards from it. <i>(It's ok if it only has 1.)</i>
<br><b>Evil Wins</b>: When at least half of the original Dimensions are destroyed.
<br>"	Annihilation	Breach Parallel Dimensions	Scheme

"<font size='4'>Hack Cerebro Servers to…</font>
<br>Veiled Scheme
<br><b>Setup</b>: 10 Twists
<br><b>Twist 1-5</b>: Put a card from the Bystander Stack next to this Scheme as a “Hacker.” KO a Hero from the HQ with cost equal to the number of Hackers. If you KO'd a Hero this way, stack this Twist next to the Mastermind as “Stolen Cerebro Data.”
<br><b>Twist 6</b>: Put the Hackers on the bottom of the Bystander Stack. This Scheme <i>'Transforms</i>' into a random Unveiled Scheme. Do its Twist effect."	Messiah Complex	Hack Cerebro Servers to…	Scheme

"<font size='4'>…Control the Mutant Messiah</font>
<br>Unveiled Scheme
<br><b>When revealed</b>: Twists stacked next to the Mastermind are “Manipulations.” Shuffle a random extra Hero into a face down “Mutant Messiah” stack.
<br><b>Twist</b>: Add this Twist to the Manipulations. <i>'Investigate</i>' the Mutant Messiah stack for a card and set it aside. This turn you may gain that card to the top of your deck by spending Recruit equal to its cost, +1 Recruit for each Manipulation. If you don’t, then put that card into a “Fallen Messiah” stack next to the Scheme.
<br><b>Evil Wins</b>: When there are 3 cards in the Fallen Messiah stack or the Villain Deck runs out."	Messiah Complex	…Control the Mutant Messiah	Scheme

"<font size='4'>Drain Mutants' Powers to…</font>
<br>Veiled Scheme
<br><b>Setup</b>: 11 Twists
<br><b>Twist 1-6</b>:  Stack the top two cards of the Sidekick Stack face down next to the Scheme as “Kidnapped Mutants.” If there were any Kidnapped Mutants already there, put those on the bottom of the Sidekick Stack and put this Twist next to the Mastermind as a “Drained Power.”
<br><b>Special Rules</b>: Players may spend 3 Recruit or 3 Attack to gain a Kidnapped Mutant.
<br><b>Twist 7</b>: KO all Kidnapped Mutants. This Scheme <i>'Transforms</i>' into a random Unveiled Scheme. Do its Twist effect."	Messiah Complex	Drain Mutants' Powers to…	Scheme

"<font size='4'>…Open Rifts to Future Timelines</font>
<br>Unveiled Scheme
<br><b>When revealed</b>: Shuffle a random additional Villain Group into the Villain Deck. Twists stacked next to the Mastermind are “Temporal Rifts.”
<br><b>Twist</b>: Add this Twist to the Temporal Rifts. Then reveal and set aside cards from the Villain Deck equal to the number of Temporal Rifts. Play a Henchman you revealed, then play the Villain you revealed that is worth the most VP. Shuffle the other set aside cards into the Villain Deck. (If the Villain Deck runs out during this, this doesn't end the game.)
<br><b>Evil Wins</b>: When there are 7 Temporal Rifts or the Villain Deck runs out."	Messiah Complex	…Open Rifts to Future Timelines	Scheme

"<font size='4'>Hire Singularity Investigations to…</font>
<br>Veiled Scheme
<br><b>Setup</b>: 9 Twists
<br><b>Twist 1-4</b>: If there are any “Singularity Investigators” in the city, stack this Twist next to the Mastermind as a “Dark Discovery.” Whether you did that or not, <i>'Investigate</i>' the Bystander Stack for a card and have it enter the city as a “Singularity Investigator” Villain. It has 6 Attack and “'''Fight''': Rescue this as a Bystander. Then KO one of your Heroes. Then '''Investigate''' your deck for a card with a Recruit icon.”
