id	setup
8854	"Explosion at the Washington Monument
8
2
0
Onslaught
Dark Descendants|Sentinel Territories
Mandroid
Kraven (V)|Namor, the Sub-Mariner (SW1)|Squirrel Girl (D)|Phyla-Vell (ITC)|Dr. Strange (SW1)"
8855	"Mutating Gamma Rays
7
2
0
Magneto
Brotherhood|Life Foundation
Universal Church of Truth
Nova (ITC)|Gambit (B)|Skirn, Breaker of Men (FI)|Iron Fist (DC)|Mystique (V)
Amadeus Cho (WW)"
8856	"House of M
8
2
0
Mephisto
Underworld|Elders of the Universe
Multiple Man
Colossus & Wolverine (XM)|Havok (XM)|Nightcrawler (DC)|Wolverine (B)|Gladiator Hulk (WW)|Cloak & Dagger (CW)"
8857	"Invasion of the Venom Symbiotes
8
2
0
Maria Hill, Director of S.H.I.E.L.D.
S.H.I.E.L.D. Elite|Ultron's Legacy
Spider-Infected|Cops
X-23 (XM)|Mysterio (V)|Angel Noir (N)|Electro (V)|Drax the Destroyer (GG)"
8858	"Last Stand at Avengers Tower
6
2
0
Hybrid - epic
Life Foundation|Uncanny X-Men
Spider-Infected
Apocalyptic Kitty Pryde (SW1)|Tigra (CW)|Sabretooth (V)|Venom (VE)|Black Cat (PTT)"
8859	"Pull Reality Into the Negative Zone
8
2
0
Maria Hill, Director of S.H.I.E.L.D.
S.H.I.E.L.D. Elite|Vulture Tech
Sakaaran Hivelings
Man-Thing (D)|Aurora & Northstar (XM)|Greithoth, Breaker of Wills (FI)|Old Man Logan (SW1)|Nerkkod, Breaker of Oceans (FI)"
8860	"The Kree-Skrull War
8
2
0
The Red King
Skrulls|Kree Starforce
Mandarin's Rings
Daredevil (CW)|Scarlet Witch (R)|Hercules (CW)|Cyclops (B)|Hiroim (WW)"
8861	"Corrupt the Next Generation of Heroes
8
2
0
Magneto
Brotherhood|X-Men Noir
The Brood
Maximus (SW1)|Psi-Lord (ANH)|Captain Britain (SW2)|Jean Grey (DC)|Namor, the Sub-Mariner (SW1)"
8862	"The Dark World of Svartalfheim
10
2
0
Adrian Toomes - epic
Salvagers|Uncanny Avengers
Hand Ninjas
Ruby Summers (SW2)|Gambit (B)|Star-Lord (GG)|Joe Fixit, Grey Hulk (WW)|Luke Cage Noir (N)"
8863	"Nitro the Supervillain Threatens Crowds
8
2
0
Maximus the Mad
Inhuman Rebellion|The Deadlands
Circus of Crime
Iron Man Noir (N)|Peter Parker, Homecoming (HC)|Drax the Destroyer (GG)|Ronan the Accuser (ITC)|Mystique (V)"
8864	"X-Cutioner's Song
8
0
0
Zombie Green Goblin
The Deadlands|Kree Starforce
Ghost Racers
Valkyrie (HOA)|Vision (CW)|Angel (DC)|Black Panther (SW1)|Captain Britain (SW2)
Kuurth, Breaker of Stone (FI)"
8865	"Symbiotic Absorption
11
2
0
Emperor Vulcan of the Shi'ar
Four Horsemen|Shi'ar Imperial Elite|Salvagers
Shi'ar Patrol Craft
Bruce Banner (WW)|Amadeus Cho (WW)|Enchantress (V)|Captain Mar-Vell (ITC)|Elsa Bloodstone (SW2)
Apocalypse"
8866	"Pan-Dimensional Plague
10
2
30
Pagliacci
Wrecking Crew|Ultron's Legacy
Cape-Killers
Slapstick (DP)|Karnak (ROK)|Nightcrawler (DC)|Black Bolt (SW1)|Medusa (ROK)"
8867	"Organized Crime Wave
8
2
0
Pagliacci - epic
Wrecking Crew|S.H.I.E.L.D. Elite
Maggia Goons
Beta Ray Bill (HOA)|Peter Parker, Homecoming (HC)|Peter Parker (CW)|Moon Knight (PTT)|Captain America (B)"
8868	"War of the Frost Giants
9
2
0
Onslaught
Dark Descendants|Uncanny X-Men
Savage Land Mutates
Phoenix Force Cyclops (SW2)|Loki (V)|Deathlok (AOS)|Skadi (FI)|Bullseye (V)"
8869	"Epic Super Hero Civil War
9
2
0
Hydra High Council
Hydra Elite|Defenders
Spider-Infected
Ronan the Accuser (ITC)|Korg (WW)|Ruby Summers (SW2)|Namora (WW)|War Machine (R)"
8870	"Last Stand at Avengers Tower
6
2
0
Belasco, Demon Lord of Limbo
Demons of Limbo|Illuminati
Cape-Killers
Quake (AOS)|Gamora (GG)|Agent Venom (SW2)|Heralds of Galactus (ANH)|Miek, The Unhived (WW)"
8871	"Fragmented Realities
2*
2
0
Carnage
Maximum Carnage|Deadpool's ""Friends""|Defenders
Multiple Man
Bruce Banner (WW)|The Captain and the Devil (SW2)|Ronin (R)|Hellcat (R)|Daredevil (DC)"
8872	"Portals to the Dark Dimension
7
2
0
Magneto
Brotherhood|Salvagers
Savage Land Mutates
Solo (DP)|Iron Fist (DC)|Scarlet Witch (R)|Cable (DC)|Beta Ray Bill (HOA)"
8873	"Maximum Carnage
10
2
12
Ultron - epic
Ultron's Legacy|Spider Friends
Sapien League
Black Bolt (ROK)|Sunspot (NM)|Ghost Rider (DC)|Deadpool (DP)|Black Panther (SW1)"
8874	"Hail Hydra
11
2
0
Mandarin - epic
U-Foes|Radiation
Mandarin's Rings
Emma Frost (B)|Professor X (DC)|Maximus (SW1)|Namor, the Sub-Mariner (SW1)|Hellcat (R)"
8875	"Trapped in the Insane Asylum
5
2
0
Nick Fury
Avengers|Guardians of Knowhere
Sakaaran Hivelings
Speed (R)|Phoenix (XM)|Dr. Punisher, Soldier Supreme (SW2)|Heralds of Galactus (ANH)|Proxima Midnight (SW1)"
8876	"Dark Reign of H.A.M.M.E.R. Officers
7
2
0
Nick Fury
Avengers|Aspects of the Void
Sentinel
Super-Skrull (ANH)|Daredevil (CW)|Deathlok (AOS)|Venom Rocket (VE)|Venompool (VE)"
8877	"Divide and Conquer
8
2
0
Charles Xavier, Professor of Crime
X-Men Noir|Annihilation Wave
Khonshu Guardians
Fantastic Four United (ANH)|Namora (WW)|Gamora (GG)|Thor (HOA)|Domino (DC)|Spider-Gwen (SW2)|Venom Rocket (VE)"
8878	"Trapped in the Insane Asylum
5
2
0
Poison Thanos - epic
Poisons|Kree Starforce
Savage Land Mutates
Beast (SW2)|Iron Man Noir (N)|Phoenix (XM)|Deathlok (AOS)|Peter Parker, Homecoming (HC)"
8879	"Pull Earth into Medieval Times
9
2
0
Supreme Intelligence of the Kree
Kree Starforce|Shadow-X
Death's Heads
Apocalyptic Kitty Pryde (SW1)|Punisher (DC)|Happy Hogan (HC)|Phyla-Vell (ITC)|Dr. Punisher, Soldier Supreme (SW2)"
8880	"Dark Reign of H.A.M.M.E.R. Officers
7
2
0
Supreme Intelligence of the Kree
Kree Starforce|Goblin's Freak Show
Cytoplasm Spikes
Rogue (B)|Stingray (DP)|Rick Jones (WW)|Hawkeye (B)|Carnage (VE)"
8881	"Brainwash the Military
7
2
0
Arnim Zola
Zola's Creations|X-Men First Class
Shi'ar Patrol Craft
Hercules (CW)|Superior Iron Man (SW1)|Silver Surfer (FF)|Polaris (XM)|Elektra (DC)"
8882	"Pulse Waves from the Negative Zone
9
2
0
Kang the Conqueror
Timelines of Kang|Elders of the Universe
Savage Land Mutates
Falcon (CW)|Proxima Midnight (SW1)|Deadpool (B)|Captain Mar-Vell (ITC)|X-23 (XM)"
8883	"Master the Mysteries of Kung-Fu
8
2
0
Nick Fury
Avengers|Inhuman Rebellion
Mandarin's Rings
Quake (AOS)|Silver Surfer (FF)|Darkhawk (R)|Skaar, Son of Hulk (WW)|Hulkling (CW)"
8884	"Pull Earth into Medieval Times
9
2
0
The Red King
Sakaar Imperial Guard|From Beyond
Cytoplasm Spikes
The Captain and the Devil (SW2)|Captain America (B)|Nerkkod, Breaker of Oceans (FI)|Gamora (GG)|Superior Iron Man (SW1)"
8885	"Corrupt the Next Generation of Heroes
8
2
0
Malekith the Accursed
Dark Council|Superhuman Registration Act
Savage Land Mutates
Dazzler (XM)|Medusa (ROK)|Forge (DC)|Scarlet Witch (R)|Ruby Summers (SW2)"
8886	"Ferry Disaster
9
2
0
Nick Fury
Avengers|Sinister Six
Hand Ninjas
Bishop (DC)|Stature (CW)|Arkon the Magnificent (SW2)|Dr. Strange (SW1)|Storm (B)"
8887	"Predict Future Crime
6
2
0
Grim Reaper - epic
Lethal Legion|Guardians of Knowhere|Life Foundation
Mandroid
Wolverine (DC)|Thor (HOA)|Hulk (B)|Adam Warlock (ITC)|Venom (V)"
8888	"Reveal Heroes' Secret Identities
6
2
0
Loki
Enemies of Asgard|Inhuman Rebellion
Death's Heads
Blade (DC)|Thing (FF)|Angel Noir (N)|Captain America (B)|Ronin (R)|Medusa (ROK)|Kingpin (V)"
8889	"Anti-Mutant Hatred
11
2
0
Zombie Green Goblin
The Deadlands|Marvel Knights
Sakaaran Hivelings
Thor (B)|Thing (FF)|Darkhawk (R)|Tigra (CW)|Cloak & Dagger (CW)"
8890	"Fragmented Realities
2*
2
0
Mephisto
Underworld|Army of Evil|Sentinel Territories
Circus of Crime
Bishop (DC)|Hellcat (R)|Skaar, Son of Hulk (WW)|Solo (DP)|Nul, Breaker of Worlds (FI)"
8891	"Five Families of Crime
8
2
0
Supreme Intelligence of the Kree
Kree Starforce|S.H.I.E.L.D. Elite|Masters of Evil|Dark Avengers
S.H.I.E.L.D. Assault Squad
Hawkeye (B)|Caiera (WW)|Corvus Glaive (SW2)|Hellcat (R)|Agent Phil Coulson (AOS)"
8892	"Crush HYDRA
8
2
0
Supreme Intelligence of the Kree
Kree Starforce|Intelligencia
Spider-Slayer
Luke Cage (CW)|Kraven (V)|Solo (DP)|Winter Soldier (C75)|High-Tech Spider-Man (HC)"
8893	"Cytoplasm Spike Invasion
10
2
0
General Ross
Code Red|Utopolis
Maggia Goons
Beast (SW2)|Bullseye (V)|Captain America (B)|Hellcat (R)|Terrible Jean Grey (SW2)"
8894	"Anti-Mutant Hatred
11
2
0
The Sentry
Aspects of the Void|Illuminati
Phalanx
Luke Cage (CW)|Star-Lord (GG)|Agent Phil Coulson (AOS)|Enchantress (V)|Goliath (CW)"
8895	"Splice Humans with Spider DNA
8
2
0
Charles Xavier, Professor of Crime
Sinister Six|X-Men Noir
Shi'ar Death Commandos
Brainstorm (ANH)|Drax the Destroyer (GG)|Squirrel Girl (D)|Captain Mar-Vell (ITC)|Wolverine (DC)"
8896	"Devolve with Xerogen Crystals
5
2
0
Odin
Masters of Evil|X-Men '92
Asgardian Warriors|Mandarin's Rings
Hellcat (R)|Captain Britain (SW2)|Venom (VE)|Captain America (B)|Peter Parker (CW)
Asgardian Warriors"
8897	"The Dark World of Svartalfheim
10
2
0
Pagliacci - epic
Wrecking Crew|A.I.M., Hydra Offshoot
Death's Heads
Captain Britain (SW2)|Gambit (B)|Spider-Man Noir (N)|Hiroim (WW)|Warlock (NM)"
8898	"Nuclear Armageddon
5
2
0
Loki
Enemies of Asgard|Deadpool's Secret Secret Wars
Sapien League
Arkon the Magnificent (SW2)|Silk (SW2)|Hiroim (WW)|Iron Fist (DC)|Mirage (NM)"
8899	"X-Cutioner's Song
8
0
0
Grim Reaper
Lethal Legion|U-Foes
Khonshu Guardians
Skirn, Breaker of Men (FI)|Sentry (WW)|Daredevil (CW)|Superior Iron Man (SW1)|Super-Skrull (ANH)
Shang-Chi (SW2)"
8900	"Asgardian Test of Worth
11
2
0
Uru-Enchanted Iron Man
The Mighty|Marvel Knights
Sapien League
Colossus & Wolverine (XM)|Captain America (B)|Stature (CW)|Super-Skrull (ANH)|Bullseye (V)"
8901	"War of the Frost Giants
9
2
0
Hydra High Council
Hydra Elite|X-Men Noir
Cops
Soulsword Colossus (SW2)|Rogue (B)|Gladiator Hulk (WW)|Agent Phil Coulson (AOS)|Medusa (ROK)"
8902	"Imprison Unregistered Superhumans
11
2
0
Ragnarok
Registration Enforcers|Sinister Six
Cops
The Captain and the Devil (SW2)|Dr. Octopus (V)|Ultimate Spider-Man (SW1)|Nerkkod, Breaker of Oceans (FI)|Sabretooth (V)"
8903	"Gladiator Pits of Sakaar
6
2
0
Pagliacci - epic
Wrecking Crew|Evil Deadpool Corpse
Magma Men
Namora (WW)|Bob, Agent of HYDRA (DP)|Nick Fury (B)|Caiera (WW)|Captain America (Falcon) (C75)"
8904	"Deadlands Hordes Charge the Wall
8
2
0
Fin Fang Foom
Monsters Unleashed|CSA Special Marshals|Uncanny Avengers
Cytoplasm Spikes
Kuurth, Breaker of Stone (FI)|Daredevil Noir (N)|Phoenix (XM)|Fantastic Four United (ANH)|Stingray (DP)"
8905	"The Korvac Saga
8
2
0
Emma Frost, The White Queen
Hellions|Queen's Vengeance
Circus of Crime
Bruce Banner (WW)|Phoenix (XM)|Wonder Man (AM)|Happy Hogan (HC)|Black Bolt (ROK)"
8906	"Silence the Witnesses
6
2
0
Supreme Intelligence of the Kree
Kree Starforce|Guardians of Knowhere
Magma Men
Captain America, Secret Avenger (CW)|Angel Noir (N)|Speed (R)|Ronan the Accuser (ITC)|Falcon (CW)"
8907	"War of the Frost Giants
9
2
0
Madelyne Pryor, Goblin Queen
Limbo|Monster Metropolis
Cytoplasm Spikes
Cannonball (XM)|Patriot (CW)|Goliath (CW)|Skadi (FI)|Mystique (V)"
8908	"Unleash the Power of the Cosmic Cube
8
2
0
Hybrid - epic
Life Foundation|Four Horsemen
M.O.D.O.K.s
Gorgon (ROK)|Black Knight (AM)|Jean Grey (DC)|Namora (WW)|Peter's Allies (HC)"
8909	"Unite the Shards
7
2
0
Red Skull
HYDRA|Life Foundation
Sapien League
Black Panther (SW1)|Venom (VE)|Speed (R)|Quicksilver (R)|Carnage (VE)"
8910	"Pull Reality Into the Negative Zone
8
2
0
Dr. Doom
Uncanny Avengers|Timelines of Kang
Doombot Legion
Greithoth, Breaker of Wills (FI)|Venom (V)|Deathlok (AOS)|Maximus (SW1)|Jean Grey (DC)"
8911	"Detonate the Helicarrier
8
2
0
The Goblin, Underworld Boss
Goblin's Freak Show|Masters of Evil
Spider-Infected
Black Panther (SW1)|Silk (SW2)|Skadi (FI)|Quasar (ITC)|Banshee (XM)|Amadeus Cho (WW)"
8912	"Intergalactic Kree Nega-Bomb
8
2
0
The Sentry
Aspects of the Void|A.I.M., Hydra Offshoot
M.O.D.O.K.s
Wonder Man (AM)|Black Knight (AM)|Nightcrawler (DC)|Kingpin (V)|Phoenix (XM)"
8913	"Superhuman Baseball Game
9
2
0
Immortal Emperor Zheng-Zhu
K'un-lun|Heralds of Galactus|Superhuman Registration Act
Sidera Maris, Bridge Builders
Iceman (DC)|No-Name, Brood Queen (WW)|Ruby Summers (SW2)|Solo (DP)|Phoenix (XM)"
8914	"Secret Wars
8
2
0
King Hyperion
Utopolis|K'un-lun
Cops
Namor, the Sub-Mariner (SW1)|Wolfsbane (NM)|Darkhawk (R)|Symbiote Spider-Man (PTT)|Skaar, Son of Hulk (WW)"
8915	"Fear Itself
10
2
0
The Beyonder - epic
From Beyond|Registration Enforcers
Shi'ar Patrol Craft
Iron Man (B)|Magneto (V)|Mr. Fantastic (FF)|Black Panther (SW1)|Peter Parker (CW)"
8916	"Avengers vs. X-Men
9
2
0
Loki
Enemies of Asgard|Sentinel Territories
Circus of Crime
Proxima Midnight (SW1)|Corvus Glaive (SW2)|Maximus (SW1)|Crystal (ROK)|Karnak (ROK)|Gorgon (ROK)
Cabal|Inhumans"
8917	"Organized Crime Wave
8
2
0
Mr. Sinister
Marauders|Monster Metropolis
Maggia Goons
Namora (WW)|Bullseye (V)|Storm & Black Panther (CW)|Lady Thor (SW1)|Daredevil (DC)"
8918	"Fear Itself
10
2
0
Uru-Enchanted Iron Man
The Mighty|Intelligencia
S.H.I.E.L.D. Assault Squad
The Captain and the Devil (SW2)|Spider-Gwen (SW2)|Colossus (DC)|Mystique (V)|Thor (B)"
8919	"Horror of Horrors
6
2
0
Authoritarian Iron Man
Superhuman Registration Act|Demons of Limbo
Cops
Silver Surfer (FF)|Rick Jones (WW)|Thor (HOA)|Nick Fury (B)|Namora (WW)"
8920	"The Korvac Saga
8
2
0
Arnim Zola
Zola's Creations|Uncanny Avengers
Mandarin's Rings
Venomized Dr. Strange (VE)|Dr. Strange (SW1)|Magneto (V)|Hulkbuster Iron Man (WW)|Hiroim (WW)"
8921	"Superhuman Baseball Game
9
2
0
Mojo
Mojoverse|Avengers|A.I.M., Hydra Offshoot
Maggia Goons
Sabretooth (V)|Skirn, Breaker of Men (FI)|Dazzler (XM)|Mr. Fantastic (FF)|Happy Hogan (HC)"
8922	"Turn the Soul of Adam Warlock
14
2
0
The Hood
Hood's Gang|Radiation
Cytoplasm Spikes
Korg (WW)|Goliath (CW)|Stature (CW)|Super-Skrull (ANH)|Warlock (NM)"
8923	"Enthrone the Barons of Battleworld
8
2
0
Spider-Queen
Wasteland|Life Foundation
Spider-Infected
Spider-Woman (PTT)|Miek, The Unhived (WW)|Black Swan (SW2)|Beta Ray Bill (HOA)|Ronin (R)"
8924	"Organized Crime Wave
8
2
0
Arnim Zola
Zola's Creations|Maximum Carnage
Maggia Goons
Arkon the Magnificent (SW2)|Venom (V)|Rick Jones (WW)|Black Swan (SW2)|Caiera (WW)"
8925	"Invade the Daily Bugle News HQ
8
2
0
Baron Heinrich Zemo
Masters of Evil (WWII)|Avengers
Shi'ar Patrol Craft|Sapien League
Deadpool (B)|Agent Phil Coulson (AOS)|Superior Iron Man (SW1)|Peter's Allies (HC)|Vision (CW)
Khonshu Guardians"
8926	"Cytoplasm Spike Invasion
10
2
0
Shadow King
Shadow-X|From Beyond
Cops
Caiera (WW)|Captain America, Secret Avenger (CW)|Spider-Gwen (SW2)|Gladiator Hulk (WW)|Ultimate Spider-Man (SW1)"
8927	"Corrupt the Next Generation of Heroes
8
2
0
Galactus
Heralds of Galactus|Omens of Ragnarok
Doombot Legion
Fantastic Four United (ANH)|Elsa Bloodstone (SW2)|Legion (XM)|Mysterio (V)|Gwenpool (CH)"
8928	"Secret HYDRA Corruption
9
2
0
Mysterio
Sinister Six|Illuminati
Sidera Maris, Bridge Builders
Karma (NM)|Beast (SW2)|Wiccan (CW)|Mystique (V)|Ultron (V)"
8929	"War of the Frost Giants
9
2
0
Kang the Conqueror
Timelines of Kang|Hood's Gang
Doombot Legion
Patriot (CW)|Jocasta (AM)|She-Hulk (WW)|Wolverine (DC)|Happy Hogan (HC)"
8930	"Corrupt the Next Generation of Heroes
8
2
0
Mysterio
Sinister Six|Deadpool's ""Friends""
Asgardian Warriors
Man-Thing (D)|Silver Surfer (FF)|Shang-Chi (SW2)|Black Widow (B)|Mr. Fantastic (FF)"
8931	"Mass Produce War Machine Armor
8
2
0
Maximus the Mad - epic
Inhuman Rebellion|Queen's Vengeance
S.H.I.E.L.D. Assault Squad
Polaris (XM)|Maximus (SW1)|Venomized Dr. Strange (VE)|Spider-Man Noir (N)|Phoenix (XM)"
8932	"Clash of the Monsters Unleashed
10
2
12
Shiklah, the Demon Bride
Monster Metropolis|Illuminati
Multiple Man
Amadeus Cho (WW)|Peter's Allies (HC)|Super-Skrull (ANH)|Sentry (WW)|Electro (V)"
8933	"The Demon Bear Saga
8
2
0
Misty Knight
Demons of Limbo|Heroes for Hire
Savage Land Mutates
Corvus Glaive (SW2)|Deathlok (AOS)|Legion (XM)|Venomized Dr. Strange (VE)|Lady Thor (SW1)"
8934	"Unleash the Power of the Cosmic Cube
8
2
0
Malekith the Accursed - epic
Dark Council|Shadow-X
Cytoplasm Spikes
War Machine (R)|Psi-Lord (ANH)|Wiccan (CW)|Juggernaut (V)|Jubilee (XM)"
8935	"The Demon Bear Saga
8
2
0
Dr. Doom
Demons of Limbo|Defenders
Doombot Legion
Rogue (B)|Spider-Man Noir (N)|Storm (B)|Stingray (DP)|Deadpool (DP)"
8936	"Nuclear Armageddon
5
2
0
Deathbird
Shi'ar Imperial Guard|Four Horsemen
Shi'ar Patrol Craft
Silver Surfer (FF)|Iron Fist (DC)|Solo (DP)|Spider-Man (B)|Peter Parker (CW)"
8937	"Secret Invasion of the Skrull Shapeshifters
8
2
0
Hybrid
Skrulls|Life Foundation
Savage Land Mutates
Wolverine (B)|Darkhawk (R)|Hellcat (R)|Colossus (DC)|Nova (CH)|Soulsword Colossus (SW2)"
8938	"Distract the Hero
8
2
0
Illuminati, Secret Society
Illuminati|Hood's Gang
HYDRA Base
Spider-Man Noir (N)|Terrible Jean Grey (SW2)|Beta Ray Bill (HOA)|Skaar, Son of Hulk (WW)|Hercules (CW)"
8939	"Intergalactic Kree Nega-Bomb
8
2
0
Mr. Sinister
Marauders|The Deadlands
Shi'ar Patrol Craft
Juggernaut (V)|Tigra (CW)|Quake (AOS)|Namora (WW)|Jessica Jones (D)"
8940	"Steal the Weaponized Plutonium
8
2
0
Uru-Enchanted Iron Man
The Mighty|Superhuman Registration Act|Dark Descendants
Shi'ar Death Commandos
Ruby Summers (SW2)|Star-Lord (GG)|Viv Vision (CH)|No-Name, Brood Queen (WW)|Hawkeye (B)"
8941	"Secret Wars
8
2
0
Dark Phoenix - epic
Hellfire Club|Hydra Elite
Doombot Legion
Gamora (GG)|Sabretooth (V)|Wolverine (DC)|X-23 (XM)|Dr. Octopus (V)"
8942	"Clash of the Monsters Unleashed
10
2
12
Magneto
Brotherhood|Skrulls
Sidera Maris, Bridge Builders
Old Man Logan (SW1)|Winter Soldier (C75)|Storm (B)|Miek, The Unhived (WW)|Goliath (CW)"
8943	"Epic Super Hero Civil War
9
2
0
Thanos
Infinity Gems|Subterranea
Khonshu Guardians
Mr. Fantastic (FF)|Green Goblin (V)|Venom (VE)|Drax the Destroyer (GG)|Superior Iron Man (SW1)"
8944	"Hidden Heart of Darkness
8
2
0
Authoritarian Iron Man
Superhuman Registration Act|Annihilation Wave
Sidera Maris, Bridge Builders
Peter Parker, Homecoming (HC)|Patriot (CW)|Namor, the Sub-Mariner (SW1)|Thor (HOA)|Scarlet Witch (R)"
8945	"Silence the Witnesses
6
2
0
Apocalypse
Four Horsemen|Murderworld
Maggia Goons
Angel (DC)|Kingpin (V)|Phoenix Force Cyclops (SW2)|Photon (R)|Moondragon (ITC)"
8946	"Everybody Hates Deadpool
6
2
0
Mysterio
Sinister Six|Deadpool's ""Friends""
Shi'ar Death Commandos
Solo (DP)|Korg (WW)|Miek, The Unhived (WW)|Apocalyptic Kitty Pryde (SW1)|Black Bolt (SW1)"
8947	"The Dark Phoenix Saga
10
2
0
Poison Thanos - epic
Hellfire Club|Poisons
Spider-Slayer
Totally Awesome Hulk (CH)|Tony Stark (HC)|Shang-Chi (SW2)|Blade (DC)|Polaris (XM)"
8948	"Unite the Shards
7
2
0
Poison Thanos
Poisons|Registration Enforcers
Maggia Goons
Greithoth, Breaker of Wills (FI)|Wolverine (B)|War Machine (R)|Captain Britain (SW2)|Nightcrawler (DC)"
8949	"Asgardian Test of Worth
11
2
0
Galactus
Heralds of Galactus|Elders of the Universe
Universal Church of Truth
Apocalyptic Kitty Pryde (SW1)|Falcon (CW)|Peter Parker, Homecoming (HC)|Phoenix Force Cyclops (SW2)|X-23 (XM)"
8950	"Horror of Horrors
6
2
0
The Red King
Sakaar Imperial Guard|Shadow-X
Doombot Legion
Daredevil (CW)|Wolverine (DC)|Wasp (AM)|Gorgon (ROK)|Star-Lord (GG)"
8951	"Annihilation: Conquest
11
2
0
Spider-Queen
Sakaar Imperial Guard|U-Foes
Spider-Infected
Cloak & Dagger (CW)|Iron Man Noir (N)|Magik (SW1)|Karnak (ROK)|Ronin (R)|Squirrel Girl (D)"
8952	"X-Men Danger Room Goes Berserk
8
2
0
Baron Helmut Zemo
Thunderbolts|Uncanny Avengers
Ghost Racers
Beast (XM)|Dr. Punisher, Soldier Supreme (SW2)|Drax the Destroyer (GG)|Yondu (ITC)|Skirn, Breaker of Men (FI)"
8953	"S.H.I.E.L.D. vs. HYDRA War
7
2
0
The Hood
A.I.M., Hydra Offshoot|Hood's Gang
Mandarin's Rings
Dr. Strange (SW1)|Man-Thing (D)|No-Name, Brood Queen (WW)|Black Cat (PTT)|Old Man Logan (SW1)"
8954	"Crash the Moon into the Sun
11
2
0
Illuminati, Secret Society
Illuminati|Black Order of Thanos
Sapien League
Daredevil (DC)|Mysterio (V)|Domino (DC)|Venom (VE)|Bishop (DC)"
8955	"Master of Tyrants
8
2
0
Professor X
X-Men First Class|U-Foes
Spider-Infected
Kingpin (V)|Brainstorm (ANH)|Black Cat (PTT)|Iron Fist (DC)|Ms. America (D)
The Sentry|The Beyonder|Loki"
8956	"Televised Deathtraps of Mojoworld
11
2
12
Maria Hill, Director of S.H.I.E.L.D.
S.H.I.E.L.D. Elite|Masters of Evil
Death's Heads
Hawkeye (B)|Thor (HOA)|Deadpool (DP)|Cannonball (XM)|Moon Knight (PTT)"
8957	"Silence the Witnesses
6
2
0
Dark Phoenix - epic
Hellfire Club|Registration Enforcers
Sentinel
X-23 (XM)|Caiera (WW)|Human Torch (FF)|Cyclops (B)|Phoenix (XM)"
8958	"Organized Crime Wave
8
2
0
Nick Fury
Avengers|Sentinel Territories
Maggia Goons
Valkyrie (HOA)|Professor X (DC)|Happy Hogan (HC)|Rick Jones (WW)|Korg (WW)"
8959	"Brainwash the Military
7
2
0
Zombie Green Goblin
The Deadlands|Lethal Legion
Thor Corps
Bishop (DC)|Iceman (DC)|Kuurth, Breaker of Stone (FI)|Jessica Jones (D)|Daredevil (CW)"
8960	"Unleash the Power of the Cosmic Cube
8
2
0
Onslaught - epic
Dark Descendants|Mojoverse
Cytoplasm Spikes
Carnage (VE)|Steve Rogers, Director of S.H.I.E.L.D. (C75)|Agent Venom (SW2)|Quasar (ITC)|Medusa (ROK)"
8961	"Secret Empire of Betrayal
11
2
0
Mole Man
Subterranea|Maximum Carnage
Spider-Infected
Captain America (Falcon) (C75)|Legion (XM)|Miek, The Unhived (WW)|Shang-Chi (SW2)|Nebula (ITC)
Scarlet Spider (PTT)"
8962	"Build an Army of Annihilation
9
2
0
Dark Phoenix
Hellfire Club|Vulture Tech
The Brood
Peter Parker (CW)|Daredevil (DC)|Silk (SW2)|Moondragon (ITC)|Loki (V)
Death's Heads"
8963	"The Dark Phoenix Saga
10
2
0
Onslaught
Hellfire Club|Dark Descendants
Mandroid
Sunspot (NM)|Cloak & Dagger (CW)|Steve Rogers, Director of S.H.I.E.L.D. (C75)|Tigra (CW)|Black Swan (SW2)"
8964	"The Contest of Champions
11
2
0
Maximus the Mad - epic
Inhuman Rebellion|Zola's Creations
S.H.I.E.L.D. Assault Squad
Nul, Breaker of Worlds (FI)|Bob, Agent of HYDRA (DP)|Apocalyptic Kitty Pryde (SW1)|Medusa (ROK)|Cable (DC)|Jean Grey (DC)"
8965	"Replace Earth's Leaders with Killbots
5
18
0
Mandarin - epic
Infinity Gems|Celestials
Mandarin's Rings
Nightcrawler (DC)|Symbiote Spider-Man (PTT)|Bob, Agent of HYDRA (DP)|Speedball (CW)|Spider-Man (B)"
8966	"Gladiator Pits of Sakaar
6
2
0
Illuminati, Secret Society
Illuminati|Omens of Ragnarok
Shi'ar Patrol Craft
Storm (B)|Black Knight (AM)|Nick Fury (B)|Psylocke (XM)|Agent X-13 (C75)"
8967	"The Korvac Saga
8
2
0
Galactus
Heralds of Galactus|Heroes for Hire
Cytoplasm Spikes
Hercules (CW)|Gwenpool (CH)|Beta Ray Bill (HOA)|Beast (SW2)|Black Swan (SW2)"
8968	"Build an Army of Annihilation
9
2
0
Apocalypse
Four Horsemen|Army of Evil
Hellfire Cult
Skadi (FI)|Bullseye (V)|Daredevil (DC)|Spider-Gwen (SW2)|Jocasta (AM)
Maggia Goons"
8969	"Build an Army of Annihilation
9
2
0
Nick Fury
Avengers|Infinity Gems
HYDRA Base
Steve Rogers, Director of S.H.I.E.L.D. (C75)|Venompool (VE)|Iron Man (B)|Elektra (DC)|Deadpool (DP)
Sentinel"
8970	"Gladiator Pits of Sakaar
6
2
0
Mandarin
CSA Special Marshals|Great Lakes Avengers
Mandarin's Rings
Spider-Gwen (SW2)|Namora (WW)|Ant-Man (AM)|Spider-Man (B)|Psi-Lord (ANH)"
