herotext	text	set	id	heroname
Cable	"<font size='5'>Cable</font>
<font size='3'><i>X-Force</i></font>

<b>Disaster Survivalist</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
2 Recruit
When a Master Strike is played, before it takes effect, you may discard this card. If you do, draw three extra cards at the end of this turn.
Cost: 3

<b>Strike at the Heart of Evil</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2+ Attack
You get +2 Attack only when fighting Masterminds.
Cost: 4
<font size='1'><i>Art contains a gun</i></font>

<b>Rapid Response Force</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
3+ Attack
<i>Teleport</i>
X-Force: You get +1 Attack for each other X-Force Hero you played this turn.
Cost: 6
<font size='1'><i>Art contains a gun</i></font>

<b>Army of One</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
5+ Attack
KO any number of cards from your hand. You get +1 Attack for each card KO'd this way.
Cost: 8
<font size='1'><i>Art contains a gun</i></font>
"	Dark City	DC	Cable (DC)
Colossus	"<font size='5'>Colossus</font>
<font size='3'><i>X-Force</i></font>

<b>Draw Their Fire</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
3 Attack
You gain a Wound.
Cost: 1
<font size='1'><i>When enemies get charged by a huge steel titan, that tends to occupy their attention.</i></font>

<b>Invulnerability</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2 Recruit
If you would gain a Wound, you may discard this card instead. If you do, draw two cards.
Cost: 3

<b>Silent Statue</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
4+ Attack
https://cf.geekdo-static.com/mbs/mb_26286_0.png: You get +2 Attack.
Cost: 6
<font size='1'><i>No one expects an enormous metal brawler to take the stealthy approach.</i></font>

<b>Russian Heavy Tank</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
6 Attack
If another player would gain a Wound, you may reveal this card to gain that Wound and draw a card.
Cost: 8
"	Dark City	DC	Colossus (DC)
Daredevil	"<font size='5'>Daredevil</font>
<font size='3'><i>Marvel Knights</i></font>

<b>Backflip</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2 Recruit
When you play Backflip, the next Hero you recruit this turn goes on top of your deck.
Cost: 3

<b>Radar Sense</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2+ Attack
Choose a number, then reveal the top card of your deck. If the card is that Cost, you get +2 Attack.
Cost: 4

<b>Blind Justice</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
4 Attack
Choose a number, then reveal the top card of your deck. If the card is that Cost, draw it.
Cost: 6

<b>The Man Without Fear</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
7 Attack
Choose a number, then reveal the top card of your deck. If the card is that Cost, draw it and repeat this process.
Cost: 8
"	Dark City	DC	Daredevil (DC)
Domino	"<font size='5'>Domino</font>
<font size='3'><i>X-Force</i></font>
<font size='1'><i>Art contains a gun</i></font>

<b>Lucky Break</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
0+ Recruit
0+ Attack
Draw a card.
X-Force: <i>Versatile 1</i>
Cost: 1

<b>Ready for Anything</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
0+ Recruit
0+ Attack
<i>Versatile 2</i>
Cost: 3
<font size='1'><i>With Domino's mutant probability powers, every day is the luckiest day of her life.</i></font>

<b>Specialized Ammunition</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
0+ Recruit
0+ Attack
You may discard a card from your hand. If that card had a Recruit icon, you get +4 Recruit. If that card had an Attack icon, you get +4 Attack.
Cost: 5

<b>Against All Odds</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
0+ Recruit
0+ Attack
<i>Versatile 5</i>
X-Force: This card and each other <i>Versatile</i> ability you use for the rest of this turn produces both Recruit and Attack.
Cost: 7
"	Dark City	DC	Domino (DC)
Elektra	"<font size='5'>Elektra</font>
<font size='3'><i>Marvel Knights</i></font>

<b>First Strike</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
1+ Attack
If this is the first card you played this turn, you get +1 Attack.
Cost: 1

<b>Ninjitsu</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
0+ Recruit
Draw a card.
https://cf.geekdo-static.com/mbs/mb_26283_0.png: You get +2 Recruit.
Cost: 2
<font size='1'><i>Zen is the absence of motion. Ninjitsu, the absence of stillness.</i></font>

<b>Sai Blades</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
4+ Attack
You get +1 Attack for each Hero you played this turn that costs 1 or 2.
Cost: 6

<b>Silent Meditation</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
5+ Recruit
When you play Silent Meditation, the next Hero you recruit this turn goes into your hand.
Marvel Knights: You get +2 Recruit.
Cost: 7
"	Dark City	DC	Elektra (DC)
Forge	"<font size='5'>Forge</font>
<font size='3'><i>X-Force</i></font>

<b>Dirty Work</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
2 Attack
https://cf.geekdo-static.com/mbs/mb_26287_0.png: Any Villain you fight in the Sewers this turn gets -2 Attack.
Cost: 3
<font size='1'><i>Art contains a gun</i></font>

<b>Reboot</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
2 Recruit
https://cf.geekdo-static.com/mbs/mb_26287_0.png: You may discard a card. If you do, draw two cards.
Cost: 4
<font size='1'><i>Art contains a gun</i></font>

<b>Overdrive</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
0+ Recruit
0+ Attack
<i>Versatile 3</i>
Cost: 5
<font size='1'><i>When Forge can't find the turret remote, he just takes a couple of spoons and builds a new one.</i></font>

<b>B.F.G.</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
5 Attack
https://cf.geekdo-static.com/mbs/mb_26287_0.png, https://cf.geekdo-static.com/mbs/mb_26287_0.png: Defeat the Mastermind once for free.
Cost: 7
<font size='1'><i>That's a BIG FREAKING GUN!!!!</i></font>
<font size='1'><i>Art contains a gun</i></font>
"	Dark City	DC	Forge (DC)
Ghost Rider	"<font size='5'>Ghost Rider</font>
<font size='3'><i>Marvel Knights</i></font>

<b>Blazing Hellfire</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2+ Attack
You may KO a Villain from your Victory Pile. If you do, you get +3 Attack.
Cost: 5

<b>Hell on Wheels</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
2+ Recruit
Marvel Knights: You get +2 Recruit.
Cost: 3
<font size='1'><i>Most motorcycles don't drive up walls. Most don't drive into your nightmares.</i></font>

<b>Infernal Chains</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
Draw a card.
https://cf.geekdo-static.com/mbs/mb_26286_0.png: Defeat a Villain of 3 Attack or less for free.
Cost: 2

<b>Penance Stare</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
3+ Attack
Each player KOs a Villain from their Victory Pile. You get +1 Attack for each Villain KO'd this way.
Marvel Knights: Put one of those Villains into your Victory Pile.
Cost: 8
"	Dark City	DC	Ghost Rider (DC)
Iceman	"<font size='5'>Iceman</font>
<font size='3'><i>X-Men</i></font>

<b>Deep Freeze</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
0+ Recruit
Draw a card.
https://cf.geekdo-static.com/mbs/mb_26285_0.png: You get +1 Recruit for each other https://cf.geekdo-static.com/mbs/mb_26285_0.png Hero you played this turn.
Cost: 2

<b>Ice Slide</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2+ Attack
https://cf.geekdo-static.com/mbs/mb_26285_0.png: You get +1 Attack for each other https://cf.geekdo-static.com/mbs/mb_26285_0.png Hero you played this turn.
Cost: 4

<b>Frost Spike Armor</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
3 Attack
https://cf.geekdo-static.com/mbs/mb_26285_0.png: Draw a card for each https://cf.geekdo-static.com/mbs/mb_26285_0.png Hero you played this turn.
Cost: 5

<b>Impenetrable Ice Wall</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
7 Attack
If a Villain, Master Strike, or Mastermind Tactic would cause you to gain any Wounds or discard any cards, you may reveal this card instead.
Cost: 8
"	Dark City	DC	Iceman (DC)
Iron Fist	"<font size='5'>Iron Fist</font>
<font size='3'><i>Marvel Knights</i></font>

<b>Focus Chi</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
0+ Recruit
You get +1 Recruit for each Hero with a different Cost you have.
Cost: 3

<b>Wield the Iron Fist</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
0+ Attack
You get +1 Attack for each Hero with a different Cost you have.
Cost: 4

<b>Ancient Legacy</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
0+ Recruit
0+ Attack
Draw a card.
https://cf.geekdo-static.com/mbs/mb_26286_0.png, https://cf.geekdo-static.com/mbs/mb_26286_0.png: <i>Versatile 2</i>
Cost: 1

<b>Living Weapon</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
8 Attack
Reveal cards from your deck until you have revealed two cards with the same Cost. Draw all the cards you revealed.
Cost: 9
"	Dark City	DC	Iron Fist (DC)
Jean Grey	"<font size='5'>Jean Grey</font>
<font size='3'><i>X-Men</i></font>

<b>Psychic Search</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2 Attack
X-Men: Rescue a Bystander.
Cost: 3
<font size='1'><i>Amid violent chaos, a soundless voice leads to safety.</i></font>

<b>Read Your Thoughts</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
3+ Recruit
Whenever you rescue a Bystander this turn, you get +1 Recruit.
Cost: 5

<b>Mind Over Matter</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
4 Attack
Whenever you rescue a Bystander this turn, draw a card.
Cost: 6

<b>Telekinetic Mastery</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
5+ Attack
Whenever you rescue a Bystander this turn, you get +1 Attack.
X-Men: Rescue a Bystander for each other X-Men Hero you played this turn.
Cost: 7
"	Dark City	DC	Jean Grey (DC)
Nightcrawler	"<font size='5'>Nightcrawler</font>
<font size='3'><i>X-Men</i></font>

<b>Bamf!</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Recruit
<i>Teleport</i>
Cost: 3
<font size='1'><i>""Now you see me..."" BAMF!""</i></font>

<b>Blend Into Shadows</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2 Attack
<i>Teleport</i>
Cost: 4
<font size='1'><i>Sometimes it is best to hide now and fight later.</i></font>

<b>Swashbuckler</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
3+ Attack
https://cf.geekdo-static.com/mbs/mb_26283_0.png, https://cf.geekdo-static.com/mbs/mb_26284_0.png: You get +3 Attack.
Cost: 5
<font size='1'><i>Chivalry wears blue fur.</i></font>

<b>Along for the Ride</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
5 Attack
<i>Teleport</i>
When you play or <i>Teleport</i> this card, you may also <b>'Teleport</b>' up to three other cards from your hand.
Cost: 7
"	Dark City	DC	Nightcrawler (DC)
Professor X	"<font size='5'>Professor X</font>
<font size='3'><i>X-Men</i></font>

<b>Class Dismissed</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Recruit
You may put a Hero from the HQ on the bottom of the Hero Deck.
https://cf.geekdo-static.com/mbs/mb_26284_0.png: You may KO a card from your hand or discard pile.
Cost: 3
<font size='1'><i>""What do they call you? Wheels?""</i></font>

<b>Psionic Astral Form</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
1+ Attack
X-Men: You get +2 Attack.
Cost: 2
<font size='1'><i>In a plane of pure mental energy, Xavier's body is as powerful as his mind.</i></font>

<b>Telepathic Probe</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
3 Attack
Reveal the top card of the Villain Deck. If it's a Bystander, you may rescue it. If it's a Villain, you may fight it this turn.
Cost: 5

<b>Mind Control</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
6 Attack
Whenever you defeat a Villain this turn, you may gain it. It becomes a grey Hero with no text that gives +Attack equal to its Attack. (You still get its VP.)
Cost: 8
"	Dark City	DC	Professor X (DC)
Punisher	"<font size='5'>Punisher</font>
<font size='3'><i>Marvel Knights</i></font>
<font size='1'><i>Art contains a gun</i></font>

<b>Boom Goes the Dynamite</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
Reveal the top card of your deck. If it costs 0, KO it.
https://cf.geekdo-static.com/mbs/mb_26287_0.png: Draw a card.
Cost: 2
<font size='1'><i>The Punisher always knows which cops are corrupt.</i></font>

<b>Hail of Bullets</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
2+ Attack
Reveal the top card of the Villain Deck. If it's a Villain, you get +Attack equal to its printed VP.
https://cf.geekdo-static.com/mbs/mb_26287_0.png, https://cf.geekdo-static.com/mbs/mb_26287_0.png: You may defeat that Villain for free.
Cost: 5

<b>Hostile Interrogation</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2+ Recruit
https://cf.geekdo-static.com/mbs/mb_26286_0.png: Each other player reveals the top card of their deck. If that card costs 4 or more, discard it. You get +1 Recruit for each card discarded this way.
Cost: 3

<b>The Punisher</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
4+ Attack
Reveal cards from the Hero Deck until you have revealed two cards with the same Cost. You get +1 Attack for each card revealed this way. Put them on the bottom of the Hero Deck in random order.
Cost: 8
"	Dark City	DC	Punisher (DC)
Wolverine	"<font size='5'>Wolverine</font>
<font size='3'><i>X-Force</i></font>

<b>Animal Instincts</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
0+ Attack
Draw a card.
https://cf.geekdo-static.com/mbs/mb_26284_0.png: You get +2 Attack.
Cost: 2
<font size='1'><i>To avoid injury, it's best to keep a distance from Wolverine of at least 5,000 miles.</i></font>

<b>Sudden Ambush</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2+ Attack
If you drew any extra cards this turn, you get +2 Attack.
Cost: 4

<b>No Mercy</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
Draw a card.
You may KO a card from your hand or discard pile.
Cost: 4

<b>Reckless Abandon</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
3 Attack
Count the number of extra cards you drew this turn. Draw that many cards.
Cost: 7


"	Dark City	DC	Wolverine (DC)
Human Torch	"<font size='5'>Human Torch</font>
<font size='3'><i>Fantastic Four</i></font>

<b>Call for Backup</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2+ Recruit
You may KO a Wound from your hand or discard pile. If you do, you get +1 Recruit.
Cost: 3
<font size='1'><i>The Fantastic Four has access to all sorts of communications; Johnny prefers his own methods.</i></font>

<b>Hothead</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
4 Attack
You gain a Wound.
Cost: 4
<font size='1'><i>""I like to know my limits. So I can break them.""</i></font>

<b>Flame On!</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
4+ Attack
<i>Focus 6 Recruit -></i> You get +4 Attack.
Cost: 6

<b>Nova Flame</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
6+ Attack
Fantastic Four: You get +1 Attack for each city space that contains a Villain.
Cost: 8
"	Fantastic Four	FF	Human Torch (FF)
Invisible Woman	"<font size='5'>Invisible Woman</font>
<font size='3'><i>Fantastic Four</i></font>

<b>Disappearing Act</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2 Recruit
<i>Focus 2 Recruit -></i> You may KO a card from your hand or discard pile.
Cost: 4
<font size='1'><i>""Now you see it...Now you don't!""</i></font>

<b>Four of a Kind</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2+ Attack
If you played any other cards that cost 4 this turn, you get +2 Attack.
Cost: 4
<font size='1'><i>A family that plays together stays together.</i></font>

<b>Unseen Rescue</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2 Attack
<i>Focus 2 Recruit -></i> Rescue a Bystander. You may only use this ability up to four times this turn.
Cost: 4
<font size='1'><i>""If seeing is believing, you are not going to believe this.""</i></font>

<b>Invisible Barrier</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
5 Attack
If an ambush effect would occur, you may reveal this card and draw two cards instead.
Cost: 7
"	Fantastic Four	FF	Invisible Woman (FF)
Mr. Fantastic	"<font size='5'>Mr. Fantastic</font>
<font size='3'><i>Fantastic Four</i></font>

<b>Twisting Equations</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
2 Recruit
<i>Focus 2 Recruit -></i> When you draw a new hand of cards at the end of this turn, draw an extra card.
Cost: 3
<font size='1'><i>""I consider the laws of physics more like guidelines.""</i></font>

<b>Unstable Molecules</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
Draw two cards.
Cost: 5
<font size='1'><i>Reed Richards has an idea for a new costume material, but it's a stretch.</i></font>

<b>One Gigantic Hand</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
1+ Attack
Fantastic Four: You get +1 Attack for each card in your hand.
Cost: 5
<font size='1'><i>""Most of my career is thinking. Then there's this.""</i></font>

<b>Ultimate Nullifier</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
4+ Attack
If an Enemy you fight this turn would have a fight effect, you may cancel that effect instead.
<i>Focus 1 Recruit -></i> You get +1 Attack usable only against the Mastermind.
Cost: 7
"	Fantastic Four	FF	Mr. Fantastic (FF)
Silver Surfer	"<font size='5'>Silver Surfer</font>
<font size='3'><i>(Unaffiliated)</i></font>

<b>Epic Destiny</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2 Recruit
<i>Focus 6 Recruit -></i> Defeat a Villain of 5 Attack or 6 Attack.
Cost: 4
<font size='1'><i>""Master? Galactus had been my master! You - are but - a flea!""</i></font>
<font size='1'><i>Art contains a gun</i></font>

<b>Warp Speed</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2 Recruit
<i>Focus 2 Recruit -></i> Draw a card.
Cost: 3
<font size='1'><i>""Engage!""</i></font>

<b>The Power Cosmic</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
3 Recruit
0+ Attack
<i>Focus 9 Recruit -></i> You get +9 Attack.
Cost: 6
<font size='1'><i>As a Herald, Surfer selected many planets for the Devourer of Worlds, until Earth taught him compassion.</i></font>

<b>Energy Surge</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
Double the Recruit you have.
Cost: 7
<font size='1'><i>Finding extra power is not a problem for the Silver Surfer. His power is immeasurable.</i></font>
"	Fantastic Four	FF	Silver Surfer (FF)
Thing	"<font size='5'>Thing</font>
<font size='3'><i>Fantastic Four</i></font>

<b>It Started on Yancy Street</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2+ Recruit
Fantastic Four: You get +2 Recruit.
Cost: 3
<font size='1'><i>Yancy Street is Thing's turf. Trespass at your own risk.</i></font>

<b>Knuckle Sandwich</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
3 Recruit
0+ Attack
<i>Focus 3 Recruit -></i> You get +2 Attack.
Cost: 5
<font size='1'><i>Recipe prep time: 3 seconds. Serves: 20</i></font>

<b>Crime Stopper</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
4 Attack
Whenever you defeat a Villain in the Bank this turn, rescue a Bystander.
<i>Focus 1 Recruit -></i> Move a Villain to an adjacent city space. If another Villain is already there, swap them.
Cost: 6

<b>It's Clobberin' Time!</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
5+ Attack
https://cf.geekdo-static.com/mbs/mb_26286_0.png: You get +3 Attack for each other https://cf.geekdo-static.com/mbs/mb_26286_0.png card you played this turn.
Cost: 8
<font size='1'><i>Thing doesn't wear a watch, but he's happy to tell you what time it is.</i></font>


"	Fantastic Four	FF	Thing (FF)
Black Cat	"<font size='5'>Black Cat</font>
<font size='3'><i>Spider Friends</i></font>

<b>Casual Bank Robbery</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2+ Recruit
<i>Wall-Crawl</i>
You get another +1 Recruit usable only to recruit the Hero in the HQ Space under the Bank.
Cost: 4

<b>Pickpocket</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
0+ Attack
<i>Wall-Crawl</i>
Reveal the top card of any player's deck. You get +Attack equal to that card's printed Recruit plus its printed Attack.
Cost: 1
<font size='1'><i>Art contains a gun</i></font>

<b>Jinx</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
3 Attack
Each player reveals the top card of their deck. Choose any number of those cards to be discarded.
Cost: 5
<font size='1'><i>Bad luck comes to all who cross Black Cat's path.</i></font>

<b>Cat Burglar</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
5+ Attack
Each other player reveals a https://cf.geekdo-static.com/mbs/mb_26283_0.png Hero or chooses a Bystander from their Victory Pile. You rescue those Bystanders.
Spider Friends: You get +1 Attack for each Bystander you rescued this turn.
Cost: 8
"	Paint the Town Red	PTT	Black Cat (PTT)
Moon Knight	"<font size='5'>Moon Knight</font>
<font size='3'><i>Marvel Knights</i></font>

<b>Climbing Claws</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
2+ Recruit
<i>Wall-Crawl</i>
https://cf.geekdo-static.com/mbs/mb_26284_0.png: You get +1 Recruit.
Cost: 3
<font size='1'><i>Criminals feel the cold light of the moon on their sins...but they never think to look up.</i></font>

<b>Lunar Communion</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Attack
<i>Wall-Crawl</i>
Whenever you defeat a Villain on the Rooftops this turn, you may KO one of your cards or a card from your discard pile.
Cost: 3

<b>Crescent Moon Darts</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
3 Attack
Reveal the top card of your deck. If it's https://cf.geekdo-static.com/mbs/mb_26284_0.png or https://cf.geekdo-static.com/mbs/mb_26287_0.png, draw it.
Cost: 5
<font size='1'><i>Villains face the crescent moon's judgment. Then they get the crescent moon's judgment in their face.</i></font>

<b>Golden Ankh of Khonshu</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
6 Attack
Whenever you defeat a Villain on the Rooftops this turn, rescue Bystanders equal to that Villain's printed VP.
https://cf.geekdo-static.com/mbs/mb_26287_0.png: You may move a Villain to the Rooftops. If another Villain is already there, swap them.
Cost: 8
"	Paint the Town Red	PTT	Moon Knight (PTT)
Scarlet Spider	"<font size='5'>Scarlet Spider</font>
<font size='3'><i>Spider Friends</i></font>

<b>Flip Out</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
1 Recruit
<i>Wall-Crawl</i>
Spider Friends: Draw a card.
Cost: 2

<b>Perfect Hunter</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
1 Attack
<i>Wall-Crawl</i>
Draw a card.
Cost: 4
<font size='1'><i>Predators who underestimate Scarlet Spider quickly find themselves the prey.</i></font>

<b>Leap from Above</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
3+ Attack
<i>Wall-Crawl</i>
https://cf.geekdo-static.com/mbs/mb_26284_0.png: You get +2 Attack.
Cost: 6
<font size='1'><i>A life of chaos lends Scarlet Spider an unpredictability that opponents can't escape.</i></font>

<b>Sting of the Spider</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
5 Attack
Whenever you put a card on top of your deck this turn, you may draw that card.
Cost: 7
<font size='1'><i>Many people are allergic...to getting punched in the face by a truck.</i></font>
"	Paint the Town Red	PTT	Scarlet Spider (PTT)
Spider-Woman	"<font size='5'>Spider-Woman</font>
<font size='3'><i>Spider Friends</i></font>

<b>Bioelectric Shock</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2 Attack
<i>Wall-Crawl</i>
Reveal the top card of your deck. If that card has an Attack icon, draw it.
Cost: 4

<b>Radioactive Spider</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
3 Recruit
To play this card, you must put a card from your hand on top of your deck.
Cost: 2
<font size='1'><i>Et tu, Brute?</i></font>

<b>Venom Blast</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
3 Attack
<i>Wall-Crawl</i>
Reveal the top card of your deck. If that card has a Recruit icon, draw it.
Cost: 6
<font size='1'><i>For prison psychologists, arachnophobia is a surprisingly common diagnosis.</i></font>

<b>Arachno-Pheromones</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
Recruit a Hero from the HQ for free.
Spider Friends: Put that Hero on top of your deck.
Cost: 7
<font size='1'><i>They'll follow her anywhere.</i></font>
"	Paint the Town Red	PTT	Spider-Woman (PTT)
Symbiote Spider-Man	"<font size='5'>Symbiote Spider-Man</font>
<font size='3'><i>Spider Friends</i></font>

<b>Dark Strength</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
1+ Attack
<i>Wall-Crawl</i>
Reveal the top card of your deck. If it costs 1 or 2, you get +2 Attack.
Cost: 2

<b>Spider-Sense Tingling</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
Reveal the top two cards of your deck. Put any that cost 2 or less into your hand. Put the rest back in any order.
Cost: 2

<b>Shadowed Spider</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
1+ Attack
<i>Wall-Crawl</i>
You get +1 Attack for each other Hero you played this turn that costs 1 or 2.
Cost: 2

<b>Thwip!</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
4 Attack
To play this card, you must put two cards from your hand on top of your deck.
Cost: 2


"	Paint the Town Red	PTT	Symbiote Spider-Man (PTT)
Bullseye	"<font size='5'>Bullseye</font>
<font size='3'><i>Crime Syndicate</i></font>

<b>Everything's a Weapon</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2 Attack
https://cf.geekdo-static.com/mbs/mb_26284_0.png: Draw a card.
Cost: 3
<font size='1'><i>""And for my next trick...""</i></font>

<b>Fulfill the Contract</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
0+ Recruit
<i>Dodge</i>
Choose an Adversary Group. You get +1 Recruit for each Adversary in your Victory Pile from that Adversary Group.
Cost: 2

<b>Specialist Assassin</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
3 Attack
Choose an Adversary. It gets -1 Attack for each Adversary in your Victory Pile from that Adversary Group.
Cost: 6

<b>Perfect Aim</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
5+ Attack
You get +5 Attack for each Commander Tactic in your Victory Pile.
Cost: 7
<font size='1'><i>Art contains a gun</i></font>
"	Villains	V	Bullseye (V)
