Team	Hero	Name	Set	Split	Name_S	T0	C	Ct	B	R	G	Y	S	Br	Rr	Gr	Yr	Sr	SP	MO	FI	Drw	Dsc	Top	Bs	Wd	Cty	NR	C2	C4	CD	SK	LS	LT	TE	Pierc	HM	KO	KBS	AF	Vil	MF	VS	DC	SRD	FHQ	SHL	XTR	file	loc	id	uni	keywords	seq
Brotherhood	Magneto	Weapons from scrap	V				5	3	1												1	1	-1																										villains2,jpg	7 2	Magneto (V)	Magneto (V)	""	520
Brotherhood	Magneto	Master of Magnetism	V				7	1	1												1					1									2														villains2,jpg	4 2	Magneto (V)	Magneto (V)	""	521
Brotherhood	Juggernaut	Crimson Gem Cyttorak	V				4	5			1					1				1																													villains,jpg	9 7	Juggernaut (V)	Juggernaut (V)	""	522
Brotherhood	Juggernaut	Size Matters	V				4	5			1										1									2																			villains,jpg	8 7	Juggernaut (V)	Juggernaut (V)	""	523
Brotherhood	Juggernaut	Runaway train	V				5	3			1										1		1																										villains,jpg	7 7	Juggernaut (V)	Juggernaut (V)	""	524
Brotherhood	Juggernaut	Unstoppable force	V				8	1			1										1																	-1											villains2,jpg	1 1	Juggernaut (V)	Juggernaut (V)	""	525
Brotherhood	Mystique	Show your true colors	V				3	5		1									-1	1		1	1																									Can be another class	villains2,jpg	4 3	Mystique (V)	Mystique (V)	Dodge	526
Brotherhood	Mystique	Hidden weapons	V				4	5					1				1	1			1																												villains2,jpg	2 3	Mystique (V)	Mystique (V)	""	527
Brotherhood	Mystique	Turn the tide	V				4	3				1																																				Probe hero deck, clone it	villains2,jpg	5 3	Mystique (V)	Mystique (V)	""	528
Brotherhood	Mystique	Spy games	V				7	1		1											1																											Probe hero deck	villains2,jpg	3 3	Mystique (V)	Mystique (V)	""	529
Brotherhood	Sabretooth	Leap of the tiger	V				3	5				1					1				1			1																									villains2,jpg	3 5	Sabretooth (V)	Sabretooth (V)	""	530
Brotherhood	Sabretooth	Take one for the team	V				4	5				1								1				-1											1			1											villains2,jpg	4 5	Sabretooth (V)	Sabretooth (V)	""	531
Brotherhood	Sabretooth	Stealthy predator	V				2	3		1												1	1	1																									villains2,jpg	2 5	Sabretooth (V)	Sabretooth (V)	""	532
Brotherhood	Sabretooth	Upper Hand	V				7	1			1						1				1																	-1											villains2,jpg	5 5	Sabretooth (V)	Sabretooth (V)	""	533
Sinister Six	Venom	Symbiote takeover	V				3	5			1					1				1					1																								villains2,jpg	10 6	Venom (V)	Venom (V)	""	534
Sinister Six	Venom	Devour	V				4	5				1									1				-1														1										villains2,jpg	1 7	Venom (V)	Venom (V)	""	535
Sinister Six	Venom	Horrify the populace	V				6	3			1										1				1																								villains2,jpg	8 6	Venom (V)	Venom (V)	""	536
Sinister Six	Venom	Ravenous Greed	V				7	1				1					1			1	1				1														1										villains2,jpg	9 6	Venom (V)	Venom (V)	""	537
Sinister Six	Green Goblin	Pumpkin Bombs	V				3	5					1								1	1	-1																										villains,jpg	5 7	Green Goblin (V)	Green Goblin (V)	Dodge	538
Sinister Six	Green Goblin	Goblin Glider	V				4	5					1								1	1	1																										villains,jpg	4 7	Green Goblin (V)	Green Goblin (V)	Dodge	539
Sinister Six	Green Goblin	Unstable kidnapper	V				5	3				1								1			-1		1																								villains,jpg	6 7	Green Goblin (V)	Green Goblin (V)	Dodge	540
Sinister Six	Green Goblin	Experimental goblin sperm	V				7	1					1								1		-1																										villains,jpg	3 7	Green Goblin (V)	Green Goblin (V)	""	541
Sinister Six	Dr. Octopus	Brilliant research	V				3	5					1					1		1																													villains2,jpg	1 4	Dr. Octopus (V)	Dr. Octopus (V)	""	542
Sinister Six	Dr. Octopus	Crazed experiments	V				5	5					1								1	1																											villains2,jpg	10 3	Dr. Octopus (V)	Dr. Octopus (V)	""	543
Sinister Six	Dr. Octopus	Eight times a charm	V				6	3			1										1	-1																											villains2,jpg	3 4	Dr. Octopus (V)	Dr. Octopus (V)	""	544
Sinister Six	Dr. Octopus	Octo-pulverize	V				8	1					1								1		-1																										villains2,jpg	2 4	Dr. Octopus (V)	Dr. Octopus (V)	""	545
Sinister Six	Mysterio	Psychedelic mist	V				2	5	1						1						1	1	1																										villains2,jpg	6 3	Mysterio (V)	Mysterio (V)	Dodge	546
Sinister Six	Mysterio	Shifting decoy	V				3	5		1										1	1																					1						Filter HQ	villains2,jpg	8 3	Mysterio (V)	Mysterio (V)	""	547
Sinister Six	Mysterio	Holographic illusion	V				3	3					1						2																														villains2,jpg	7 3	Mysterio (V)	Mysterio (V)	""	548
Sinister Six	Mysterio	False reflection	V				7	1				1								1	1														2							1							villains2,jpg	9 3	Mysterio (V)	Mysterio (V)	""	549
Sinister Six	Electro	Electroshock therapy	V				2	5	1													1	1	-1														1											villains,jpg	5 6	Electro (V)	Electro (V)	Dodge	550
Sinister Six	Electro	Shocking robbery	V				3	5	1					1							1	1	1				-1																						villains,jpg	8 6	Electro (V)	Electro (V)	Dodge	551
Sinister Six	Electro	Supercharge	V				5	3				1									1		-1																										villains,jpg	7 6	Electro (V)	Electro (V)	""	552
Sinister Six	Electro	Anti-matter	V				7	1													1														2														villains,jpg	6 6	Electro (V)	Electro (V)	""	553
Sinister Six	Kraven	Ceaseless Tracker	V				2	5				1								1		1	1												1														villains2,jpg	7 1	Kraven (V)	Kraven (V)	Dodge	554
Sinister Six	Kraven	Corner the prey	V				4	5		1											1						-1																						villains2,jpg	6 1	Kraven (V)	Kraven (V)	""	555
Sinister Six	Kraven	Hunt down	V				5	3			1										1						1																						villains2,jpg	8 1	Kraven (V)	Kraven (V)	""	556
Sinister Six	Kraven	He's the best around	V				8	1				1									1																												villains2,jpg	9 1	Kraven (V)	Kraven (V)	""	557
Asgard Foes	Enchantress	Enchant the senses	V				3	5	1					1							1											1																	villains,jpg	10 6	Enchantress (V)	Enchantress (V)	""	558
Asgard Foes	Enchantress	Soul Sacrifice	V				4	5		1										1																		1											villains,jpg	1 7	Enchantress (V)	Enchantress (V)	""	559
Asgard Foes	Enchantress	Irresistible Bribe	V				6	3		1					2					1																												Use MO for FI	villains,jpg	2 7	Enchantress (V)	Enchantress (V)	""	560
Asgard Foes	Enchantress	Unending Anguish	V				7	1		1												1													1														villains,jpg	9 6	Enchantress (V)	Enchantress (V)	""	561
Asgard Foes	Kuurth, Breaker of Stone	Reach for power	FI				4	5			1									1				-1						1																			fearitself,jpg	6 1	Kuurth, Breaker of Stone (FI)	Kuurth, Breaker of Stone (FI)	""	562
Asgard Foes	Kuurth, Breaker of Stone	Unstoppable Sledge	FI				4	5	1												1																			1									fearitself,jpg	4 1	Kuurth, Breaker of Stone (FI)	Kuurth, Breaker of Stone (FI)	Thrown Artifact	563
Asgard Foes	Kuurth, Breaker of Stone	Contest of strength	FI				5	3			1										1			-1											1														fearitself,jpg	5 1	Kuurth, Breaker of Stone (FI)	Kuurth, Breaker of Stone (FI)	""	564
Asgard Foes	Kuurth, Breaker of Stone	Break every bone	FI				7	1			1										1			-1																									fearitself,jpg	7 1	Kuurth, Breaker of Stone (FI)	Kuurth, Breaker of Stone (FI)	""	565
Asgard Foes	Greithoth, Breaker of Wills	Mace of chains	FI				3	5				1								1																				1									fearitself,jpg	1 3	Greithoth, Breaker of Wills (FI)	Greithoth, Breaker of Wills (FI)	Thrown Artifact	566
Asgard Foes	Greithoth, Breaker of Wills	Absorb metal	FI				3	5		1											1																			-1									fearitself,jpg	10 2	Greithoth, Breaker of Wills (FI)	Greithoth, Breaker of Wills (FI)	""	567
Asgard Foes	Greithoth, Breaker of Wills	Break the will to resist	FI				5	3			1				1						1																												fearitself,jpg	2 3	Greithoth, Breaker of Wills (FI)	Greithoth, Breaker of Wills (FI)	""	568
Asgard Foes	Greithoth, Breaker of Wills	Body of Uru	FI				7	1		1											1																			-1									fearitself,jpg	3 3	Greithoth, Breaker of Wills (FI)	Greithoth, Breaker of Wills (FI)	""	569
Asgard Foes	Nul, Breaker of Worlds	Demolition derby	FI		Hulk		3	5			1					1				1		1																											fearitself,jpg	8 1	Nul, Breaker of Worlds (FI)	Nul, Breaker of Worlds (FI)	Demolish	570
Asgard Foes	Nul, Breaker of Worlds	Otherworldly Maul	FI		Hulk		4	5				1				2					1																			1									fearitself,jpg	9 1	Nul, Breaker of Worlds (FI)	Nul, Breaker of Worlds (FI)	Thrown Artifact	571
Asgard Foes	Nul, Breaker of Worlds	Nul Smash!	FI		Hulk		6	3			1										1					1																							fearitself,jpg	10 1	Nul, Breaker of Worlds (FI)	Nul, Breaker of Worlds (FI)	""	572
Asgard Foes	Nul, Breaker of Worlds	Break the world	FI		Hulk		8	1			1										1																	1											fearitself,jpg	1 2	Nul, Breaker of Worlds (FI)	Nul, Breaker of Worlds (FI)	Demolish	573
Asgard Foes	Nerkkod, Breaker of Oceans	Pull of the tides	FI				3	5			1									1							1																						fearitself,jpg	7 2	Nerkkod, Breaker of Oceans (FI)	Nerkkod, Breaker of Oceans (FI)	""	574
Asgard Foes	Nerkkod, Breaker of Oceans	Feed my undersea legions	FI				4	5		1											1						-1					1						1											fearitself,jpg	6 2	Nerkkod, Breaker of Oceans (FI)	Nerkkod, Breaker of Oceans (FI)	""	575
Asgard Foes	Nerkkod, Breaker of Oceans	Cudgel of the deep	FI				5	3	1												1						-1													1									fearitself,jpg	8 2	Nerkkod, Breaker of Oceans (FI)	Nerkkod, Breaker of Oceans (FI)	Thrown Artifact	576
Asgard Foes	Nerkkod, Breaker of Oceans	Break their loyalties	FI				7	1				1									1											-1			1														fearitself,jpg	9 2	Nerkkod, Breaker of Oceans (FI)	Nerkkod, Breaker of Oceans (FI)	""	577
Asgard Foes	Skirn, Breaker of Men	Towering leader	FI				3	5				1					1															1																	fearitself,jpg	4 2	Skirn, Breaker of Men (FI)	Skirn, Breaker of Men (FI)	""	578
Asgard Foes	Skirn, Breaker of Men	Underhanded dealings	FI				4	5		1					1						1	1																											fearitself,jpg	3 2	Skirn, Breaker of Men (FI)	Skirn, Breaker of Men (FI)	""	579
Asgard Foes	Skirn, Breaker of Men	Titanic bludgeon	FI				2	3	1												1	-1																		1									fearitself,jpg	2 2	Skirn, Breaker of Men (FI)	Skirn, Breaker of Men (FI)	Thrown Artifact	580
Asgard Foes	Skirn, Breaker of Men	Break your hopes	FI				7	1			1				1						1	1																											fearitself,jpg	5 2	Skirn, Breaker of Men (FI)	Skirn, Breaker of Men (FI)	""	581
Asgard Foes	Loki	All humans are expendable	V				3	5		1					1						1											1						1											villains2,jpg	3 2	Loki (V)	Loki (V)	""	582
Asgard Foes	Loki	Illusionary bindings	V				4	5	1					1						1						1																							villains2,jpg	10 1	Loki (V)	Loki (V)	""	583
Asgard Foes	Loki	Father of lies	V				5	3		1											1																											Steal other player's heroes	villains2,jpg	2 2	Loki (V)	Loki (V)	""	584
Asgard Foes	Loki	God of mischief	V				8	1		1											1														1														villains2,jpg	1 2	Loki (V)	Loki (V)	""	585
Crime Syndicate	Bullseye	Fulfill the contract	V				2	5				1								1		1	1														1												villains,jpg	2 4	Bullseye (V)	Bullseye (V)	Dodge	586
Crime Syndicate	Bullseye	Everything's a weapon	V				3	5	1								1				1	1																											villains,jpg	4 4	Bullseye (V)	Bullseye (V)	""	587
Crime Syndicate	Bullseye	Specialist Assassin	V				6	3		1											1																1												villains,jpg	3 4	Bullseye (V)	Bullseye (V)	""	588
Crime Syndicate	Bullseye	Perfect aim	V				7	1	1												1																												villains,jpg	1 4	Bullseye (V)	Bullseye (V)	""	589
Crime Syndicate	Kingpin	Recruitment day	V				3	5			1					1				1												1																	villains2,jpg	3 1	Kingpin (V)	Kingpin (V)	""	590
Crime Syndicate	Kingpin	Pull the strings	V				3	5		1																						-1																	villains2,jpg	5 1	Kingpin (V)	Kingpin (V)	""	591
Crime Syndicate	Kingpin	Import illegal weapons	V				5	3					1								1											-1																	villains2,jpg	4 1	Kingpin (V)	Kingpin (V)	""	592
Crime Syndicate	Kingpin	Endless underlings	V				8	1			1																					1			2														villains2,jpg	2 1	Kingpin (V)	Kingpin (V)	""	593
HYDRA	Skadi	Dark prophecy	FI				3	5					1					1		1																												Gain Madama Hydra (shield officer)	fearitself,jpg	5 3	Skadi (FI)	Skadi (FI)	""	594
HYDRA	Skadi	Ancient oath of hydra	FI				5	5					1								1	1	1																										fearitself,jpg	4 3	Skadi (FI)	Skadi (FI)	""	595
HYDRA	Skadi	Hammer of the serpent	FI				5	3			1										1		-1																	1									fearitself,jpg	6 3	Skadi (FI)	Skadi (FI)	Thrown Artifact	596
HYDRA	Skadi	War banner of hydra	FI				7	1		1											1														2					1									fearitself,jpg	7 3	Skadi (FI)	Skadi (FI)	Thrown Artifact	597
NONE	Ultron	Encephalo-ray	V				2	5					1					2			1	1																											villains2,jpg	8 5	Ultron (V)	Ultron (V)	Dodge	598
NONE	Ultron	Army of ultrons	V				3	5					1							1		1																										Generates color S	villains2,jpg	6 5	Ultron (V)	Ultron (V)	Dodge	599
NONE	Ultron	Genetic experimentation	V				6	3					1					2			1				1																								villains2,jpg	7 5	Ultron (V)	Ultron (V)	""	600
NONE	Ultron	Molecular rearrangement	V				8	1					1					1			1																												villains2,jpg	9 5	Ultron (V)	Ultron (V)	""	601
Champions	Totally Awesome Hulk	Beloved Behemoth	CH		Hulk		4	5			1					1					1				1																								champions,jpg	8 3	Totally Awesome Hulk (CH)	Totally Awesome Hulk (CH)	Size-Changing	602
Champions	Totally Awesome Hulk	Incredible mind, awesome body	CH		Hulk		4	5					1					1		1		1			-1																								champions,jpg	9 3	Totally Awesome Hulk (CH)	Totally Awesome Hulk (CH)	Size-Changing|Cheering Crowds	603
Champions	Totally Awesome Hulk	Growing pains	CH		Hulk		5	3			1					1					1					1																							champions,jpg	10 3	Totally Awesome Hulk (CH)	Totally Awesome Hulk (CH)	Size-Changing	604
Champions	Totally Awesome Hulk	Smartest man in the world	CH		Hulk		9	1					1			1		1			1	-1																											champions,jpg	7 3	Totally Awesome Hulk (CH)	Totally Awesome Hulk (CH)	Size-Changing	605
Champions	Ms. Marvel	Long arm of the law	CH				3	5		1					1							1			1																								champions,jpg	3 1	Ms. Marvel (CH)	Ms. Marvel (CH)	Size-Changing	606
Champions	Ms. Marvel	Big Impact	CH				4	5			1					1				1	1																						1						champions,jpg	4 1	Ms. Marvel (CH)	Ms. Marvel (CH)	Size-Changing|Versatile	607
Champions	Ms. Marvel	Need to stretch my legs	CH				6	3		1					1						1				-1													1											champions,jpg	5 1	Ms. Marvel (CH)	Ms. Marvel (CH)	Size-Changing|Cheering Crowds	608
Champions	Ms. Marvel	Rising Hope	CH				9	1			1				1	1				1	1				-1																		1						champions,jpg	2 1	Ms. Marvel (CH)	Ms. Marvel (CH)	Size-Changing|Versatile|Cheering Crowds	609
Champions	Nova	Space cop	CH		Nova		2	5			1									1	1				1										1								1						champions,jpg	5 2	Nova (CH)	Nova (CH)	Versatile	610
Champions	Nova	Interstellar Hero	CH		Nova		4	5	1											1	1				-1																		1						champions,jpg	6 2	Nova (CH)	Nova (CH)	Versatile|Cheering Crowds	611
Champions	Nova	Holographic Projection	CH		Nova		5	3	1					1						1	1																						1						champions,jpg	7 2	Nova (CH)	Nova (CH)	Versatile	612
Champions	Nova	Growing Nova-Force	CH		Nova		9	1	1					1		1				1	1																					1							champions,jpg	4 2	Nova (CH)	Nova (CH)	Size-Changing	613
Champions	Viv Vision	Walking Wi-fi	CH				3	5					1					1		1					1																								champions,jpg	2 4	Viv Vision (CH)	Viv Vision (CH)	""	614
Champions	Viv Vision	Expanding neural network	CH				4	5					1					1			1																												champions,jpg	3 4	Viv Vision (CH)	Viv Vision (CH)	Size-Changing	615
Champions	Viv Vision	Crowdsourcing	CH				6	3	1											1	1				-1																		1						champions,jpg	4 4	Viv Vision (CH)	Viv Vision (CH)	Versatile|Cheering Crowds	616
Champions	Viv Vision	Alter molecular density	CH				9	1					1	1				1		1	1																												champions,jpg	1 4	Viv Vision (CH)	Viv Vision (CH)	Size-Changing	617
Champions	Gwenpool	Come on, nobody reads these	CH				2	5		1					1					1	1																						1						champions,jpg	5 5	Gwenpool (CH)	Gwenpool (CH)	Versatile	618
Champions	Gwenpool	I'll rescue you if I feel like it	CH				3	5				1									1				1																								champions,jpg	6 5	Gwenpool (CH)	Gwenpool (CH)	""	619
Champions	Gwenpool	I heard keywords are powerful	CH				6	3				1					1				1	1			-1																								champions,jpg	1 1	Gwenpool (CH)	Gwenpool (CH)	Size-Changing|Cheering Crowds	620
Champions	Gwenpool	I'm the best at board games	CH				7	1				1									1	1																										Demolish the others	champions,jpg	4 5	Gwenpool (CH)	Gwenpool (CH)	Demolish	621
Crime Syndicate	Joe Fixit, Grey Hulk	Carefully considered smashing	WW		Hulk		3	5			1					1				1	1		1																										hulk2,jpg	9 4	Joe Fixit, Grey Hulk (WW)	Joe Fixit, Grey Hulk (WW)	Smash	622
Crime Syndicate	Joe Fixit, Grey Hulk	Threaten and bribe	WW		Hulk		4	5		1										1																												Generates bribe	hulk2,jpg	8 4	Joe Fixit, Grey Hulk (WW)	Joe Fixit, Grey Hulk (WW)	""	623
Crime Syndicate	Joe Fixit, Grey Hulk	Ambitious enforcer	WW	T1	Hulk	1	3	3			1										1																												hulk2,jpg	10 4	Joe Fixit, Grey Hulk (WW)	Joe Fixit, Grey Hulk (WW)	""	624
Crime Syndicate	Joe Fixit, Grey Hulk	Underworld Boss	WW	T1	Hulk		6	3				1									1																												hulk2,jpg	1 5	Joe Fixit, Grey Hulk (WW)	Joe Fixit, Grey Hulk (WW)	""	625
Crime Syndicate	Joe Fixit, Grey Hulk	Hulk runs this town	WW		Hulk		7	1		1										1																												Generates bribe	hulk2,jpg	7 4	Joe Fixit, Grey Hulk (WW)	Joe Fixit, Grey Hulk (WW)	""	626
Avengers	Hulkbuster Iron Man	Pound for pound	WW		Iron Man		2	5			1							1			1	1																											hulk2,jpg	9 2	Hulkbuster Iron Man (WW)	Hulkbuster Iron Man (WW)	""	627
Avengers	Hulkbuster Iron Man	Attune tectonic transducer	WW		Iron Man		4	5					1								1		1								1																		hulk2,jpg	10 2	Hulkbuster Iron Man (WW)	Hulkbuster Iron Man (WW)	Outwit|Smash	628
Avengers	Hulkbuster Iron Man	Build the suit	WW	T2	Iron Man	1	5	3					1			1		1		1																													hulk2,jpg	8 2	Hulkbuster Iron Man (WW)	Hulkbuster Iron Man (WW)	""	629
Avengers	Hulkbuster Iron Man	Ultra-massive armor	WW	T2	Iron Man		6	3					1								1	1	1																										hulk2,jpg	1 3	Hulkbuster Iron Man (WW)	Hulkbuster Iron Man (WW)	Smash	630
Avengers	Hulkbuster Iron Man	Final battle	WW		Iron Man		8	1					1			2		2			1																												hulk2,jpg	7 2	Hulkbuster Iron Man (WW)	Hulkbuster Iron Man (WW)	""	631
Planet Hulk	Hiroim	Seek redemption	WW				3	5		1					1						1				1																								hulk2,jpg	5 2	Hiroim (WW)	Hiroim (WW)	""	632
Planet Hulk	Hiroim	Save from the rubble	WW	T3		1	4	5		1										1		1			-1																								hulk2,jpg	4 2	Hiroim (WW)	Hiroim (WW)	""	633
Planet Hulk	Hiroim	Hiroim redeemed	WW	T3			5	5			1										1				-2																								hulk2,jpg	6 2	Hiroim (WW)	Hiroim (WW)	""	634
Planet Hulk	Hiroim	Mystic shadow priest	WW				6	3		1											1				1	-1									1			1											hulk2,jpg	3 2	Hiroim (WW)	Hiroim (WW)	""	635
Planet Hulk	Hiroim	Blade of the people	WW				7	1				1									1				1																								hulk2,jpg	2 2	Hiroim (WW)	Hiroim (WW)	""	636
Planet Hulk	Gladiator Hulk	Don't make me angry	WW		Hulk		3	5			1										1	1	1																										hulk2,jpg	6 1	Gladiator Hulk (WW)	Gladiator Hulk (WW)	Smash	637
Planet Hulk	Gladiator Hulk	Seize the throne	WW	T4	Hulk	1	4	5				1									1		-1																										hulk2,jpg	7 1	Gladiator Hulk (WW)	Gladiator Hulk (WW)	Smash	638
Planet Hulk	Gladiator Hulk	Hulk is King	WW	T4	Hulk		5	5			1										1		-1																										hulk2,jpg	8 1	Gladiator Hulk (WW)	Gladiator Hulk (WW)	""	639
Planet Hulk	Gladiator Hulk	The green scar	WW		Hulk		5	3			1					1					1					1																							hulk2,jpg	5 1	Gladiator Hulk (WW)	Gladiator Hulk (WW)	Cross-Dimensional Rampage|Wounded Fury	640
Planet Hulk	Gladiator Hulk	Double-fisted smashing	WW		Hulk		8	1													1		-1																										hulk2,jpg	4 1	Gladiator Hulk (WW)	Gladiator Hulk (WW)	Smash	641
Planet Hulk	Caiera	Shadow queen	WW				2	5		1											1	1									1																		hulk3,jpg	7 2	Caiera (WW)	Caiera (WW)	Outwit	642
Planet Hulk	Caiera	Shadowforged blade	WW				4	5		1					1						1		1																										hulk3,jpg	8 2	Caiera (WW)	Caiera (WW)	Smash	643
Planet Hulk	Caiera	Focus the old power	WW				6	3			1										1										1							1											hulk3,jpg	6 2	Caiera (WW)	Caiera (WW)	Outwit	644
Planet Hulk	Caiera	Dutiful protector	WW	T4.5			7	1				1																										-1											hulk3,jpg	5 2	Caiera (WW)	Caiera (WW)	""	645
Planet Hulk	Caiera	Vengeful destructor	WW	T4.5			7	1			1																																						hulk3,jpg	9 2	Caiera (WW)	Caiera (WW)	""	646
Avengers	Sentry	Agoraphobia	WW	T5		1	2	5		1																																							hulk,jpg	4 4	Sentry (WW)	Sentry (WW)	""	647
Avengers	Sentry	Golden guardian of good	WW	T5			6	5			1										1																												hulk,jpg	6 4	Sentry (WW)	Sentry (WW)	""	648
Avengers	Sentry	Rival personalities	WW				4	5													1																											Better if more transform cards	hulk,jpg	5 4	Sentry (WW)	Sentry (WW)	""	649
Avengers	Sentry	Mournful Sentinel	WW	T6		1	3	3	1											1																													hulk,jpg	3 4	Sentry (WW)	Sentry (WW)	""	650
NONE	Sentry	The void unchained	WW	T6			5	3		1											1																	1											hulk,jpg	7 4	Sentry (WW)	Sentry (WW)	Feast	651
Avengers	Sentry	Vast unstable power	WW				8	1	1												1																											Can turn into a mastermind	hulk,jpg	2 4	Sentry (WW)	Sentry (WW)	""	652
Avengers	She-Hulk	Hurl Legal Objections	WW	T7		1	3	5				1								1																													hulk,jpg	1 5	She-Hulk (WW)	She-Hulk (WW)	""	653
Avengers	She-Hulk	Hurl trucks	WW	T7			6	5			1										1		1																										hulk,jpg	2 5	She-Hulk (WW)	She-Hulk (WW)	Smash	654
Avengers	She-Hulk	Window of opportunity	WW				4	5			1									1		1									1																		hulk,jpg	10 4	She-Hulk (WW)	She-Hulk (WW)	Outwit	655
Avengers	She-Hulk	Radioactive Riot	WW				6	3			1										1																	1											hulk,jpg	9 4	She-Hulk (WW)	She-Hulk (WW)	""	656
Avengers	She-Hulk	Jade giantess	WW				8	1			1									1	1																												hulk,jpg	8 4	She-Hulk (WW)	She-Hulk (WW)	""	657
Avengers	Skaar, Son of Hulk	Anger management	WW				3	5			1					1					1		1																										hulk,jpg	5 5	Skaar, Son of Hulk (WW)	Skaar, Son of Hulk (WW)	Smash	658
Avengers	Skaar, Son of Hulk	Scarred past	WW				3	5				1					1				1					-1																							hulk,jpg	6 5	Skaar, Son of Hulk (WW)	Skaar, Son of Hulk (WW)	Wounded Fury	659
Avengers	Skaar, Son of Hulk	Mood Swings	WW	T8		1	5	3				1					1			1						1																							hulk,jpg	4 5	Skaar, Son of Hulk (WW)	Skaar, Son of Hulk (WW)	""	660
Avengers	Skaar, Son of Hulk	Raging Savage	WW	T8			6	3			1										1					-1																							hulk,jpg	7 5	Skaar, Son of Hulk (WW)	Skaar, Son of Hulk (WW)	Wounded Fury	661
Avengers	Skaar, Son of Hulk	Planetary-Level Revenge	WW				8	1			1										1					-1																							hulk,jpg	3 5	Skaar, Son of Hulk (WW)	Skaar, Son of Hulk (WW)	Wounded Fury	662
Planet Hulk	No-Name, Brood Queen	Surprise Attack	WW				2	5		1											1	1																											hulk3,jpg	9 1	No-Name, Brood Queen (WW)	No-Name, Brood Queen (WW)	""	663
Planet Hulk	No-Name, Brood Queen	Appetite for destruction	WW				4	5		1					1						1		1	1														1											hulk3,jpg	8 1	No-Name, Brood Queen (WW)	No-Name, Brood Queen (WW)	Feast	664
Planet Hulk	No-Name, Brood Queen	Bursting with life	WW	T9		1	3	3			1									1																		-1											hulk3,jpg	7 1	No-Name, Brood Queen (WW)	No-Name, Brood Queen (WW)	Feast	665
Planet Hulk	No-Name, Brood Queen	Torrent of broodlings	WW	T9			5	3		1											1	1																											hulk3,jpg	10 1	No-Name, Brood Queen (WW)	No-Name, Brood Queen (WW)	""	666
Planet Hulk	No-Name, Brood Queen	World-spanning hunger	WW				8	1				1									1																	-1											hulk3,jpg	6 1	No-Name, Brood Queen (WW)	No-Name, Brood Queen (WW)	Feast	667
SHIELD	Rick Jones	Hacktivist	WW				3	5					1					1			1														1														hulk,jpg	8 1	Rick Jones (WW)	Rick Jones (WW)	""	668
SHIELD	Rick Jones	Seek the nega-bands	WW	T10		1	4	5				1								1				-1					-1																			Heroes of 3 or more	hulk,jpg	9 1	Rick Jones (WW)	Rick Jones (WW)	""	669
Avengers	Rick Jones	Captain Marvel	WW	T10	Captain Marvel		5	5	1												1			-1					-1																			Heroes of 3 or more	hulk,jpg	2 2	Rick Jones (WW)	Rick Jones (WW)	""	670
SHIELD	Rick Jones	Irradiated blood	WW	T11		1	5	3					1								1																1											villains in general	hulk,jpg	7 1	Rick Jones (WW)	Rick Jones (WW)	""	671
NONE	Rick Jones	A-bomb	WW	T11			6	3			1										1		1																										hulk,jpg	1 2	Rick Jones (WW)	Rick Jones (WW)	Smash	672
SHIELD	Rick Jones	Caught in Kree-Skrull war	WW	T12		1	7	1		1											1																												hulk,jpg	6 1	Rick Jones (WW)	Rick Jones (WW)	""	673
Avengers	Rick Jones	The destiny force	WW	T12	Captain Marvel		9	1	1													1																											hulk,jpg	10 1	Rick Jones (WW)	Rick Jones (WW)	""	674
Champions	Namora	Crushing tsunami	WW				3	5	1					1							1	1	1																										hulk2,jpg	7 7	Namora (WW)	Namora (WW)	Smash	675
Champions	Namora	Heart of the ocean	WW				4	5		1											1						-1																						hulk2,jpg	6 7	Namora (WW)	Namora (WW)	""	676
Champions	Namora	Herculean effort	WW	T13		1	5	3	1											1							-1																						hulk2,jpg	5 7	Namora (WW)	Namora (WW)	""	677
Champions	Namora	Master of depths	WW	T13			6	3			1										1		1															1											hulk2,jpg	8 7	Namora (WW)	Namora (WW)	Smash	678
Champions	Namora	Turning the tide	WW				7	1		1					1						1						1																						hulk2,jpg	4 7	Namora (WW)	Namora (WW)	""	679
Planet Hulk	Miek, The Unhived	This bug smashes you	WW				3	5				1									1		1																										hulk2,jpg	6 6	Miek, The Unhived (WW)	Miek, The Unhived (WW)	Smash	680
Planet Hulk	Miek, The Unhived	Devouring frenzy	WW				4	5				1					1			1				1														1											hulk2,jpg	5 6	Miek, The Unhived (WW)	Miek, The Unhived (WW)	Feast	681
Planet Hulk	Miek, The Unhived	Endless appetite	WW				5	3				1									1	1																-1										Requires KO from deck	hulk2,jpg	4 6	Miek, The Unhived (WW)	Miek, The Unhived (WW)	""	682
Planet Hulk	Miek, The Unhived	Metamorphosis	WW	T14		1	7	1		1										1				-1														1											hulk2,jpg	3 6	Miek, The Unhived (WW)	Miek, The Unhived (WW)	Feast	683
Planet Hulk	Miek, The Unhived	Hive King Miek	WW	T14			8	1			1										1			1														1											hulk2,jpg	7 6	Miek, The Unhived (WW)	Miek, The Unhived (WW)	Feast	684
Planet Hulk	Korg	Nothing beats rock	WW				2	5			1					1					1	1	1			-1																							hulk2,jpg	10 5	Korg (WW)	Korg (WW)	Smash	685
Planet Hulk	Korg	Move mountains	WW				4	5			1										1	1									1																		hulk2,jpg	1 6	Korg (WW)	Korg (WW)	Outwit	686
